D,T,O,H,L,C
2017/2/22,1459,1919.61,1919.61,1919.61,1919.61
2017/2/22,1500,1919.97,1919.97,1919.97,1919.97
2017/2/23,931,1919.24,1919.24,1916.88,1917.48
2017/2/23,932,1917.65,1917.7,1916.67,1916.92
2017/2/23,933,1916.98,1917.49,1916.93,1917.13
2017/2/23,934,1917.41,1917.48,1917.15,1917.44
2017/2/23,935,1917.47,1917.88,1917.28,1917.85
2017/2/23,936,1917.92,1917.99,1917.26,1917.33
2017/2/23,937,1917.45,1917.56,1916.91,1917.22
2017/2/23,938,1917.37,1917.67,1917.18,1917.52
2017/2/23,939,1917.54,1918.21,1917.52,1918.12
2017/2/23,940,1917.96,1918.25,1917.85,1918.23
2017/2/23,941,1918.24,1918.49,1918.17,1918.49
2017/2/23,942,1918.31,1918.69,1918.22,1918.22
2017/2/23,943,1918.13,1918.26,1916.75,1916.75
2017/2/23,944,1916.83,1916.83,1915.86,1916.07
2017/2/23,945,1916,1916.06,1915.68,1915.99
2017/2/23,946,1915.89,1916.06,1915.7,1915.75
2017/2/23,947,1915.83,1915.85,1915.33,1915.33
2017/2/23,948,1915.36,1915.42,1914.86,1915.03
2017/2/23,949,1914.95,1914.98,1914.3,1914.34
2017/2/23,950,1914.26,1914.29,1913.35,1913.35
2017/2/23,951,1913.37,1913.39,1912.75,1912.75
2017/2/23,952,1912.85,1912.96,1912.42,1912.49
2017/2/23,953,1912.47,1912.74,1912.43,1912.43
2017/2/23,954,1912.52,1913.02,1912.5,1913.02
2017/2/23,955,1912.93,1913.06,1912.88,1912.89
2017/2/23,956,1912.89,1913.1,1912.81,1912.91
2017/2/23,957,1912.86,1913.07,1912.76,1912.79
2017/2/23,958,1912.85,1912.85,1911.27,1911.85
2017/2/23,959,1911.73,1911.76,1910.55,1910.55
2017/2/23,1000,1910.75,1910.75,1909.77,1910.04
2017/2/23,1001,1910.04,1910.04,1909.12,1909.28
2017/2/23,1002,1909.21,1909.29,1908.77,1908.82
2017/2/23,1003,1908.86,1909.45,1908.76,1909.45
2017/2/23,1004,1909.4,1910.17,1909.4,1910.17
2017/2/23,1005,1910.15,1911.08,1910.15,1910.99
2017/2/23,1006,1911.15,1911.53,1910.93,1911.52
2017/2/23,1007,1911.37,1911.56,1911.17,1911.27
2017/2/23,1008,1911.41,1911.41,1910.95,1910.96
2017/2/23,1009,1910.98,1911.26,1910.98,1911.22
2017/2/23,1010,1911.15,1911.23,1911,1911.07
2017/2/23,1011,1911.15,1911.19,1910.83,1910.99
2017/2/23,1012,1910.97,1910.99,1910.58,1910.72
2017/2/23,1013,1910.54,1910.54,1910.08,1910.17
2017/2/23,1014,1910.15,1910.3,1909.94,1910.14
2017/2/23,1015,1910.04,1910.14,1909.86,1910.07
2017/2/23,1016,1910.1,1910.1,1909.76,1909.87
2017/2/23,1017,1909.86,1910.27,1909.86,1910.07
2017/2/23,1018,1909.92,1910.3,1909.92,1910.19
2017/2/23,1019,1910.12,1910.54,1910.12,1910.47
2017/2/23,1020,1910.42,1911.58,1910.42,1911.58
2017/2/23,1021,1911.58,1912.02,1911.58,1911.91
2017/2/23,1022,1911.86,1912.23,1911.83,1911.83
2017/2/23,1023,1911.8,1911.98,1911.78,1911.93
2017/2/23,1024,1912.03,1912.27,1912.03,1912.2
2017/2/23,1025,1912.07,1912.27,1911.92,1911.93
2017/2/23,1026,1911.83,1911.85,1910.56,1910.56
2017/2/23,1027,1910.83,1911.01,1910.6,1910.69
2017/2/23,1028,1910.71,1910.85,1910.32,1910.43
2017/2/23,1029,1910.46,1910.46,1909.79,1909.81
2017/2/23,1030,1909.79,1909.84,1908.96,1908.96
2017/2/23,1031,1908.85,1908.85,1908.25,1908.25
2017/2/23,1032,1908.48,1908.48,1908.22,1908.26
2017/2/23,1033,1908.19,1908.28,1907.82,1908.03
2017/2/23,1034,1908.06,1908.08,1907.85,1907.94
2017/2/23,1035,1907.91,1908.11,1907.79,1907.92
2017/2/23,1036,1907.87,1908.19,1907.79,1907.79
2017/2/23,1037,1907.76,1907.98,1907.67,1907.77
2017/2/23,1038,1907.64,1907.64,1907.07,1907.48
2017/2/23,1039,1907.38,1907.44,1907.14,1907.23
2017/2/23,1040,1907.16,1907.22,1906.93,1906.99
2017/2/23,1041,1907.01,1907.11,1906.81,1906.99
2017/2/23,1042,1906.87,1907.44,1906.87,1907.23
2017/2/23,1043,1907.35,1907.79,1907.29,1907.7
2017/2/23,1044,1907.87,1908.99,1907.73,1908.53
2017/2/23,1045,1908.34,1909.61,1908.34,1909.46
2017/2/23,1046,1909.31,1909.68,1909.25,1909.43
2017/2/23,1047,1909.53,1910.06,1909.38,1909.97
2017/2/23,1048,1909.77,1910.17,1909.71,1909.9
2017/2/23,1049,1909.9,1910,1909.69,1909.94
2017/2/23,1050,1909.99,1910.05,1909.65,1909.76
2017/2/23,1051,1909.57,1909.8,1909.2,1909.39
2017/2/23,1052,1909.49,1909.49,1909.03,1909.25
2017/2/23,1053,1909.26,1909.33,1908.88,1909.05
2017/2/23,1054,1908.73,1909.1,1908.36,1908.79
2017/2/23,1055,1908.87,1909,1908.18,1908.44
2017/2/23,1056,1908.61,1908.77,1908.25,1908.68
2017/2/23,1057,1908.57,1908.65,1908.24,1908.48
2017/2/23,1058,1908.46,1908.81,1908.27,1908.42
2017/2/23,1059,1908.29,1909.18,1908.29,1909.18
2017/2/23,1100,1909.15,1909.15,1908.68,1909.02
2017/2/23,1101,1908.76,1909.1,1908.76,1908.81
2017/2/23,1102,1908.89,1909.21,1908.81,1908.92
2017/2/23,1103,1908.93,1909.09,1908.93,1908.96
2017/2/23,1104,1908.92,1908.97,1908.63,1908.73
2017/2/23,1105,1908.88,1909.2,1908.71,1909
2017/2/23,1106,1909.01,1911.97,1909.01,1911.95
2017/2/23,1107,1912.66,1912.66,1912.13,1912.58
2017/2/23,1108,1912.7,1913.15,1912.51,1913.13
2017/2/23,1109,1913.22,1913.94,1913.11,1913.79
2017/2/23,1110,1913.9,1913.93,1913.6,1913.76
2017/2/23,1111,1913.79,1913.93,1913.53,1913.74
2017/2/23,1112,1913.73,1913.73,1912.37,1912.88
2017/2/23,1113,1912.32,1912.56,1912.18,1912.56
2017/2/23,1114,1912.67,1912.67,1912.14,1912.66
2017/2/23,1115,1912.55,1912.83,1912.36,1912.83
2017/2/23,1116,1912.99,1912.99,1912.31,1912.53
2017/2/23,1117,1912.59,1912.8,1912.19,1912.46
2017/2/23,1118,1912.58,1912.72,1912.38,1912.45
2017/2/23,1119,1912.6,1912.66,1912.33,1912.51
2017/2/23,1120,1912.38,1912.64,1912.14,1912.19
2017/2/23,1121,1912.2,1912.38,1911.04,1911.13
2017/2/23,1122,1910.42,1911.17,1910.35,1910.76
2017/2/23,1123,1910.52,1911.08,1910.49,1910.91
2017/2/23,1124,1910.88,1910.88,1910.31,1910.39
2017/2/23,1125,1910.44,1910.84,1910.17,1910.17
2017/2/23,1126,1910.24,1910.47,1910.1,1910.14
2017/2/23,1127,1910.08,1910.37,1909.94,1910.09
2017/2/23,1128,1910.16,1910.63,1910.11,1910.56
2017/2/23,1129,1910.35,1910.81,1910.18,1910.76
2017/2/23,1300,1910.46,1912.38,1910.45,1912.38
2017/2/23,1301,1912.38,1912.38,1912.38,1912.38
2017/2/23,1302,1912.32,1912.32,1911.52,1912.08
2017/2/23,1303,1912.3,1912.52,1912.05,1912.48
2017/2/23,1304,1912.4,1912.86,1912.37,1912.46
2017/2/23,1305,1912.31,1912.55,1912.2,1912.48
2017/2/23,1306,1912.49,1913.04,1912.49,1912.77
2017/2/23,1307,1912.81,1913.62,1912.67,1913.56
2017/2/23,1308,1913.43,1913.52,1913.29,1913.35
2017/2/23,1309,1913.4,1913.69,1913.4,1913.68
2017/2/23,1310,1913.56,1914.02,1913.54,1914.02
2017/2/23,1311,1913.99,1914.52,1913.89,1914.52
2017/2/23,1312,1914.54,1914.83,1914.49,1914.73
2017/2/23,1313,1914.73,1915.06,1914.73,1915.02
2017/2/23,1314,1915.09,1915.21,1914.98,1915.03
2017/2/23,1315,1915.01,1915.34,1915.01,1915.16
2017/2/23,1316,1915.14,1915.68,1915.14,1915.66
2017/2/23,1317,1915.61,1915.63,1915.42,1915.44
2017/2/23,1318,1915.42,1915.63,1915.38,1915.38
2017/2/23,1319,1915.34,1915.8,1915.34,1915.8
2017/2/23,1320,1915.69,1916.08,1915.69,1916.08
2017/2/23,1321,1916.1,1916.3,1915.87,1916.04
2017/2/23,1322,1916.04,1916.39,1916.04,1916.34
2017/2/23,1323,1916.31,1916.55,1916.15,1916.55
2017/2/23,1324,1916.47,1916.75,1916.38,1916.75
2017/2/23,1325,1916.63,1918.05,1916.59,1918.05
2017/2/23,1326,1918.8,1919.63,1918.43,1919.63
2017/2/23,1327,1919.66,1920.82,1919.66,1920.76
2017/2/23,1328,1920.66,1920.77,1920.47,1920.77
2017/2/23,1329,1920.69,1920.81,1920.55,1920.71
2017/2/23,1330,1920.62,1920.72,1920.48,1920.7
2017/2/23,1331,1920.64,1920.79,1919.91,1920.79
2017/2/23,1332,1920.81,1920.89,1920.55,1920.79
2017/2/23,1333,1920.81,1921.17,1920.62,1921.17
2017/2/23,1334,1921.27,1921.53,1920.95,1921.22
2017/2/23,1335,1921.29,1921.48,1921.07,1921.07
2017/2/23,1336,1921.04,1921.13,1920.93,1921
2017/2/23,1337,1920.92,1920.98,1920.3,1920.3
2017/2/23,1338,1920.33,1920.33,1919.63,1919.72
2017/2/23,1339,1919.76,1919.82,1919.56,1919.57
2017/2/23,1340,1919.56,1919.6,1919.07,1919.42
2017/2/23,1341,1919.31,1919.7,1919.26,1919.57
2017/2/23,1342,1919.6,1919.7,1919.36,1919.51
2017/2/23,1343,1919.52,1919.71,1919.47,1919.68
2017/2/23,1344,1919.74,1919.87,1919.35,1919.43
2017/2/23,1345,1919.43,1919.76,1919.37,1919.59
2017/2/23,1346,1919.51,1919.51,1918.57,1918.89
2017/2/23,1347,1918.83,1919.21,1918.58,1918.82
2017/2/23,1348,1918.85,1918.85,1918.52,1918.54
2017/2/23,1349,1918.48,1918.65,1918.32,1918.42
2017/2/23,1350,1918.5,1918.52,1918.2,1918.28
2017/2/23,1351,1918.24,1918.26,1918.05,1918.05
2017/2/23,1352,1917.93,1918.06,1917.66,1917.75
2017/2/23,1353,1917.72,1918.02,1917.72,1917.99
2017/2/23,1354,1918.04,1918.2,1917.68,1917.75
2017/2/23,1355,1917.72,1917.83,1917.29,1917.34
2017/2/23,1356,1917.42,1917.54,1917.14,1917.21
2017/2/23,1357,1917.21,1917.29,1917.06,1917.25
2017/2/23,1358,1917.25,1917.45,1917.19,1917.26
2017/2/23,1359,1917.19,1917.45,1917.16,1917.39
2017/2/23,1400,1917.46,1917.85,1917.37,1917.85
2017/2/23,1401,1917.78,1917.9,1917.41,1917.41
2017/2/23,1402,1917.51,1917.52,1916.88,1916.88
2017/2/23,1403,1916.95,1916.95,1914.66,1914.68
2017/2/23,1404,1914.53,1914.53,1912.98,1912.98
2017/2/23,1405,1912.74,1912.86,1911.9,1912.01
2017/2/23,1406,1912.02,1912.06,1911.6,1911.73
2017/2/23,1407,1911.71,1912.2,1911.71,1912.14
2017/2/23,1408,1912.88,1913.01,1912.32,1913.01
2017/2/23,1409,1912.97,1913.4,1912.97,1913.21
2017/2/23,1410,1913.36,1913.5,1913.19,1913.39
2017/2/23,1411,1913.52,1913.66,1913.24,1913.4
2017/2/23,1412,1913.5,1913.55,1913.12,1913.5
2017/2/23,1413,1913.37,1913.55,1913.15,1913.38
2017/2/23,1414,1913.38,1913.85,1913.23,1913.74
2017/2/23,1415,1913.98,1915.02,1913.98,1915.02
2017/2/23,1416,1915.08,1915.81,1915.08,1915.81
2017/2/23,1417,1915.93,1916.47,1915.8,1916.47
2017/2/23,1418,1916.46,1916.63,1916.24,1916.44
2017/2/23,1419,1916.54,1916.54,1916.3,1916.3
2017/2/23,1420,1916.25,1916.8,1916.25,1916.72
2017/2/23,1421,1916.79,1916.98,1916.69,1916.75
2017/2/23,1422,1916.67,1916.7,1916.48,1916.67
2017/2/23,1423,1916.64,1916.82,1916.46,1916.5
2017/2/23,1424,1916.61,1916.79,1916.54,1916.71
2017/2/23,1425,1916.71,1916.92,1916.59,1916.71
2017/2/23,1426,1916.75,1916.94,1916.52,1916.94
2017/2/23,1427,1916.95,1917,1916.56,1916.78
2017/2/23,1428,1916.8,1916.88,1916.68,1916.88
2017/2/23,1429,1917.01,1917.01,1916.66,1916.66
2017/2/23,1430,1916.57,1916.72,1916.4,1916.45
2017/2/23,1431,1916.4,1916.66,1915.98,1916.04
2017/2/23,1432,1916.04,1916.1,1915.84,1915.84
2017/2/23,1433,1915.88,1916.02,1915.63,1915.73
2017/2/23,1434,1915.67,1915.87,1915.64,1915.87
2017/2/23,1435,1915.92,1916.38,1915.92,1916.26
2017/2/23,1436,1916.32,1917.68,1916.19,1917.42
2017/2/23,1437,1917.75,1920.12,1917.75,1920.12
2017/2/23,1438,1920.2,1921.72,1920.2,1921.72
2017/2/23,1439,1921.7,1923.54,1921.7,1923.54
2017/2/23,1440,1923.38,1923.72,1923.33,1923.54
2017/2/23,1441,1923.59,1923.73,1923.32,1923.41
2017/2/23,1442,1923.37,1923.52,1923.28,1923.38
2017/2/23,1443,1923.44,1923.52,1923.09,1923.2
2017/2/23,1444,1923.22,1923.37,1923.12,1923.17
2017/2/23,1445,1923.22,1923.96,1923.22,1923.9
2017/2/23,1446,1923.95,1924.23,1923.81,1924.23
2017/2/23,1447,1924.17,1924.52,1924.16,1924.43
2017/2/23,1448,1924.4,1924.57,1924.11,1924.32
2017/2/23,1449,1924.33,1924.37,1923.61,1924.09
2017/2/23,1450,1924.08,1924.15,1923.83,1924.15
2017/2/23,1451,1924.13,1924.29,1923.93,1924.18
2017/2/23,1452,1924.23,1924.25,1923.99,1924.06
2017/2/23,1453,1924.07,1924.28,1923.83,1924
2017/2/23,1454,1924.15,1924.53,1924.15,1924.48
2017/2/23,1455,1924.61,1925.04,1924.61,1924.98
2017/2/23,1456,1924.93,1925.13,1924.79,1924.98
2017/2/23,1457,1925.02,1925.65,1925.02,1925.31
2017/2/23,1458,1925.33,1925.51,1925.33,1925.51
2017/2/23,1459,1925.51,1925.51,1925.51,1925.51
2017/2/23,1500,1925.95,1925.95,1925.95,1925.95
2017/2/24,931,1925.09,1925.09,1923.66,1923.97
2017/2/24,932,1924.05,1924.25,1923.53,1923.88
2017/2/24,933,1924.04,1924.24,1923.59,1923.65
2017/2/24,934,1923.61,1923.99,1923.44,1923.99
2017/2/24,935,1923.8,1924.04,1923.39,1923.65
2017/2/24,936,1924.27,1924.27,1923.17,1923.94
2017/2/24,937,1923.8,1924.01,1923.5,1923.71
2017/2/24,938,1923.81,1923.81,1922.56,1922.59
2017/2/24,939,1922.33,1922.33,1921.74,1921.74
2017/2/24,940,1921.89,1922.51,1921.29,1921.88
2017/2/24,941,1921.69,1922.71,1921.67,1922.6
2017/2/24,942,1922.59,1925.55,1922.59,1925.55
2017/2/24,943,1925.26,1927.18,1925.2,1927.18
2017/2/24,944,1927.42,1928.81,1927.42,1928.55
2017/2/24,945,1928.8,1929.63,1928.8,1929.58
2017/2/24,946,1929.57,1930.23,1929.57,1930.2
2017/2/24,947,1930.11,1930.51,1930.11,1930.44
2017/2/24,948,1930.52,1930.73,1930.17,1930.51
2017/2/24,949,1930.54,1930.54,1930.13,1930.3
2017/2/24,950,1930.47,1931.31,1930.47,1931.31
2017/2/24,951,1931.41,1931.49,1931.15,1931.24
2017/2/24,952,1931.18,1931.48,1930.17,1930.57
2017/2/24,953,1930.79,1930.79,1929.39,1929.61
2017/2/24,954,1929.53,1929.53,1929.07,1929.28
2017/2/24,955,1929.22,1929.32,1928.92,1929.15
2017/2/24,956,1929.39,1929.4,1929.11,1929.34
2017/2/24,957,1929.3,1929.64,1929.26,1929.45
2017/2/24,958,1929.58,1929.67,1929.26,1929.26
2017/2/24,959,1929.4,1929.55,1929.29,1929.33
2017/2/24,1000,1929.31,1929.6,1929.1,1929.1
2017/2/24,1001,1929.05,1929.36,1928.67,1928.76
2017/2/24,1002,1928.77,1928.77,1927.97,1928.03
2017/2/24,1003,1927.98,1928.08,1927.73,1927.75
2017/2/24,1004,1927.73,1927.93,1927.66,1927.93
2017/2/24,1005,1927.86,1928.82,1927.69,1928.69
2017/2/24,1006,1928.79,1929.17,1928.7,1929.17
2017/2/24,1007,1929.39,1931.47,1929.39,1931.03
2017/2/24,1008,1931.19,1932.2,1931.16,1932.08
2017/2/24,1009,1932.41,1933.47,1932.4,1933.47
2017/2/24,1010,1933.49,1934.5,1933.49,1934.5
2017/2/24,1011,1934.73,1935.56,1934.73,1935.43
2017/2/24,1012,1935.56,1936.33,1935.5,1936.33
2017/2/24,1013,1936.48,1937.38,1936.48,1937.38
2017/2/24,1014,1937.25,1938.54,1937.25,1938.54
2017/2/24,1015,1938.33,1938.71,1938.33,1938.68
2017/2/24,1016,1938.69,1939.06,1938.52,1938.75
2017/2/24,1017,1938.75,1939.07,1937.48,1937.48
2017/2/24,1018,1937.69,1937.86,1937.22,1937.38
2017/2/24,1019,1937.29,1937.3,1936.9,1937.23
2017/2/24,1020,1937.12,1937.38,1936.88,1937.08
2017/2/24,1021,1937.12,1937.26,1936.87,1936.88
2017/2/24,1022,1936.84,1936.84,1936.1,1936.1
2017/2/24,1023,1936.06,1936.08,1934.96,1935.05
2017/2/24,1024,1935.1,1935.3,1934.79,1935.24
2017/2/24,1025,1935.09,1935.34,1934.94,1935.34
2017/2/24,1026,1935.16,1935.28,1935.02,1935.15
2017/2/24,1027,1935.15,1935.47,1934.93,1935.46
2017/2/24,1028,1935.49,1936.31,1935.44,1935.84
2017/2/24,1029,1935.79,1936.68,1935.79,1936.68
2017/2/24,1030,1936.73,1937.18,1936.73,1937.14
2017/2/24,1031,1937.09,1937.53,1937.09,1937.51
2017/2/24,1032,1937.33,1937.45,1936.78,1937.09
2017/2/24,1033,1936.93,1936.93,1935.75,1935.93
2017/2/24,1034,1935.9,1935.97,1935.49,1935.7
2017/2/24,1035,1935.58,1935.93,1935.42,1935.74
2017/2/24,1036,1935.73,1935.79,1934.58,1934.97
2017/2/24,1037,1934.89,1935.08,1933.9,1934.13
2017/2/24,1038,1934.18,1934.18,1933.4,1933.68
2017/2/24,1039,1933.15,1933.63,1932.95,1933.22
2017/2/24,1040,1932.58,1933.36,1932.58,1933.01
2017/2/24,1041,1933.11,1933.17,1932.49,1932.83
2017/2/24,1042,1932.69,1932.85,1932.61,1932.75
2017/2/24,1043,1932.82,1933.09,1932.39,1932.81
2017/2/24,1044,1932.65,1933.09,1932.65,1933.04
2017/2/24,1045,1933.09,1933.45,1932.93,1933.29
2017/2/24,1046,1933.31,1933.39,1932.99,1933.1
2017/2/24,1047,1933.09,1933.36,1933.04,1933.29
2017/2/24,1048,1933.22,1933.52,1933,1933
2017/2/24,1049,1933.07,1933.07,1931.12,1931.43
2017/2/24,1050,1931.18,1931.35,1930.18,1930.3
2017/2/24,1051,1930.34,1930.34,1929.91,1929.97
2017/2/24,1052,1929.89,1931.11,1929.89,1930.98
2017/2/24,1053,1931.22,1931.59,1931.09,1931.59
2017/2/24,1054,1931.6,1932,1931.55,1932
2017/2/24,1055,1932.14,1932.26,1931.88,1932.03
2017/2/24,1056,1931.73,1932.21,1931.69,1932.21
2017/2/24,1057,1932.07,1932.66,1932.07,1932.66
2017/2/24,1058,1932.71,1933.23,1932.7,1933.23
2017/2/24,1059,1933.08,1933.64,1933.08,1933.54
2017/2/24,1100,1933.5,1933.79,1933.38,1933.65
2017/2/24,1101,1933.84,1934.14,1933.84,1934.14
2017/2/24,1102,1934.08,1934.38,1933.88,1934.34
2017/2/24,1103,1934.28,1934.5,1934.18,1934.19
2017/2/24,1104,1934.29,1934.29,1934.05,1934.05
2017/2/24,1105,1934.13,1934.38,1934,1934.38
2017/2/24,1106,1934.32,1934.34,1934.09,1934.09
2017/2/24,1107,1934.09,1934.13,1933.71,1933.85
2017/2/24,1108,1933.79,1934.01,1933.67,1933.84
2017/2/24,1109,1933.79,1933.96,1933.7,1933.86
2017/2/24,1110,1933.74,1933.92,1933.65,1933.75
2017/2/24,1111,1933.76,1933.87,1933.61,1933.71
2017/2/24,1112,1933.73,1933.95,1933.69,1933.78
2017/2/24,1113,1933.87,1933.92,1933.66,1933.76
2017/2/24,1114,1933.69,1933.97,1933.54,1933.54
2017/2/24,1115,1933.56,1933.65,1933.19,1933.24
2017/2/24,1116,1933.3,1933.56,1933.22,1933.27
2017/2/24,1117,1933.16,1933.31,1932.97,1933.02
2017/2/24,1118,1933.15,1933.21,1932.82,1933.21
2017/2/24,1119,1933.17,1933.53,1933.08,1933.36
2017/2/24,1120,1933.36,1933.59,1933.17,1933.48
2017/2/24,1121,1933.46,1933.93,1933.46,1933.93
2017/2/24,1122,1934.09,1934.33,1933.95,1934.33
2017/2/24,1123,1934.4,1934.62,1934.33,1934.59
2017/2/24,1124,1934.72,1934.9,1934.65,1934.7
2017/2/24,1125,1934.77,1935.02,1934.74,1934.95
2017/2/24,1126,1934.95,1935.21,1934.87,1935.11
2017/2/24,1127,1935.07,1935.19,1934.91,1935.05
2017/2/24,1128,1935.04,1935.32,1935.04,1935.32
2017/2/24,1129,1935.3,1935.37,1935.09,1935.11
2017/2/24,1300,1935.16,1936.89,1935.16,1936.83
2017/2/24,1301,1936.83,1936.83,1936.83,1936.83
2017/2/24,1302,1937.05,1937.19,1936.74,1936.8
2017/2/24,1303,1936.75,1936.93,1936.37,1936.47
2017/2/24,1304,1936.51,1936.73,1936.3,1936.42
2017/2/24,1305,1936.52,1936.6,1936.21,1936.33
2017/2/24,1306,1935.76,1936.33,1935.76,1936.18
2017/2/24,1307,1936.07,1936.13,1935.95,1936.06
2017/2/24,1308,1936.07,1936.28,1936.05,1936.17
2017/2/24,1309,1936.15,1936.3,1935.9,1936.23
2017/2/24,1310,1936.21,1937.05,1936.21,1937.05
2017/2/24,1311,1937.06,1937.18,1936.93,1936.98
2017/2/24,1312,1937.02,1937.28,1936.98,1937.14
2017/2/24,1313,1937.08,1937.21,1936.74,1936.78
2017/2/24,1314,1936.75,1936.77,1935.8,1936.08
2017/2/24,1315,1935.98,1936.07,1935.62,1935.62
2017/2/24,1316,1935.72,1935.87,1935.46,1935.7
2017/2/24,1317,1935.82,1935.89,1935.62,1935.72
2017/2/24,1318,1935.71,1936.07,1935.71,1936.07
2017/2/24,1319,1936,1936.14,1935.88,1936.14
2017/2/24,1320,1936.14,1936.36,1936.13,1936.21
2017/2/24,1321,1936.23,1936.47,1936.19,1936.47
2017/2/24,1322,1936.45,1937.04,1936.45,1937.03
2017/2/24,1323,1937.07,1937.3,1937,1937.13
2017/2/24,1324,1937.11,1937.29,1936.99,1937.29
2017/2/24,1325,1937.04,1937.5,1937.04,1937.48
2017/2/24,1326,1937.43,1937.84,1937.43,1937.69
2017/2/24,1327,1937.68,1937.78,1937.56,1937.6
2017/2/24,1328,1937.71,1937.92,1937.65,1937.84
2017/2/24,1329,1937.84,1937.97,1937.7,1937.95
2017/2/24,1330,1937.93,1938.05,1937.68,1938.05
2017/2/24,1331,1937.95,1938.07,1937.76,1937.93
2017/2/24,1332,1937.97,1937.97,1937.6,1937.68
2017/2/24,1333,1937.82,1937.82,1937.44,1937.45
2017/2/24,1334,1937.28,1937.51,1937.18,1937.35
2017/2/24,1335,1937.33,1937.37,1936.76,1936.76
2017/2/24,1336,1936.7,1936.74,1936.27,1936.27
2017/2/24,1337,1936.4,1936.46,1936.08,1936.33
2017/2/24,1338,1936.46,1936.46,1936.09,1936.34
2017/2/24,1339,1936.41,1936.41,1936.16,1936.24
2017/2/24,1340,1936.21,1936.31,1935.82,1935.95
2017/2/24,1341,1935.96,1935.96,1935.48,1935.5
2017/2/24,1342,1935.46,1935.59,1935.02,1935.11
2017/2/24,1343,1935.19,1935.24,1934.9,1934.9
2017/2/24,1344,1934.92,1934.93,1934.49,1934.49
2017/2/24,1345,1934.5,1934.5,1934.11,1934.25
2017/2/24,1346,1934.18,1934.19,1933.82,1933.88
2017/2/24,1347,1933.95,1934.03,1933.58,1933.64
2017/2/24,1348,1933.81,1933.92,1933.69,1933.87
2017/2/24,1349,1933.92,1934.08,1933.85,1933.94
2017/2/24,1350,1933.81,1934.37,1933.81,1934.37
2017/2/24,1351,1934.34,1934.34,1934.07,1934.29
2017/2/24,1352,1934.42,1934.45,1934.13,1934.26
2017/2/24,1353,1934.31,1934.52,1934.13,1934.32
2017/2/24,1354,1934.39,1934.39,1933.75,1934.02
2017/2/24,1355,1934.01,1934.01,1933.5,1933.61
2017/2/24,1356,1933.71,1933.93,1933.71,1933.89
2017/2/24,1357,1933.86,1935.32,1933.86,1934.95
2017/2/24,1358,1935.46,1937.06,1935.46,1937.06
2017/2/24,1359,1937.1,1938,1937.08,1937.93
2017/2/24,1400,1937.98,1938.32,1937.77,1937.98
2017/2/24,1401,1937.96,1938.18,1937.78,1938.07
2017/2/24,1402,1938.04,1938.3,1937.94,1938.06
2017/2/24,1403,1938.02,1938.26,1937.68,1937.69
2017/2/24,1404,1937.7,1937.7,1937.25,1937.6
2017/2/24,1405,1937.63,1937.64,1936.81,1936.87
2017/2/24,1406,1937.02,1937.02,1936.15,1936.33
2017/2/24,1407,1936.22,1936.43,1936.06,1936.27
2017/2/24,1408,1936.12,1936.19,1935.86,1936.16
2017/2/24,1409,1936.15,1936.15,1935.61,1935.8
2017/2/24,1410,1935.78,1935.91,1935.44,1935.77
2017/2/24,1411,1935.96,1936.28,1935.89,1936.26
2017/2/24,1412,1936.28,1936.69,1936.21,1936.67
2017/2/24,1413,1936.71,1936.88,1936.45,1936.88
2017/2/24,1414,1936.99,1937.07,1936.84,1936.99
2017/2/24,1415,1937.08,1937.13,1936.67,1937.13
2017/2/24,1416,1937.28,1937.75,1937.1,1937.75
2017/2/24,1417,1937.79,1937.95,1937.57,1937.95
2017/2/24,1418,1937.88,1938.3,1937.88,1938.29
2017/2/24,1419,1938.31,1938.52,1938.12,1938.3
2017/2/24,1420,1938.59,1938.62,1938.28,1938.45
2017/2/24,1421,1938.43,1938.71,1938.36,1938.65
2017/2/24,1422,1938.73,1938.89,1938.55,1938.81
2017/2/24,1423,1938.95,1938.99,1938.59,1938.84
2017/2/24,1424,1939.04,1939.32,1938.84,1939.32
2017/2/24,1425,1939.39,1939.39,1938.81,1938.92
2017/2/24,1426,1939.09,1939.09,1938.04,1938.61
2017/2/24,1427,1938.77,1938.77,1937.98,1938.37
2017/2/24,1428,1938.14,1938.14,1937.66,1937.73
2017/2/24,1429,1937.76,1937.76,1937.25,1937.45
2017/2/24,1430,1937.57,1937.57,1937.18,1937.41
2017/2/24,1431,1937.56,1937.59,1937.4,1937.43
2017/2/24,1432,1937.4,1937.41,1937.01,1937.01
2017/2/24,1433,1937.1,1937.1,1936.46,1936.7
2017/2/24,1434,1936.89,1936.89,1936.56,1936.79
2017/2/24,1435,1936.76,1937,1936.59,1936.68
2017/2/24,1436,1936.64,1937.02,1936.64,1936.82
2017/2/24,1437,1936.85,1937.28,1936.85,1937.24
2017/2/24,1438,1937.27,1937.64,1937.26,1937.52
2017/2/24,1439,1937.49,1937.64,1937.14,1937.15
2017/2/24,1440,1937.29,1937.48,1936.86,1936.99
2017/2/24,1441,1937.03,1937.15,1936.69,1936.83
2017/2/24,1442,1936.96,1937.14,1936.83,1937.14
2017/2/24,1443,1937.18,1937.76,1937.18,1937.76
2017/2/24,1444,1937.77,1937.89,1937.63,1937.65
2017/2/24,1445,1937.71,1937.87,1937.58,1937.87
2017/2/24,1446,1937.73,1937.93,1937.7,1937.9
2017/2/24,1447,1937.78,1938.12,1937.62,1938.12
