D,T,O,H,L,C
2017-06-12,1108,1782.93,1783.03,1782.52,1782.79
2017-06-12,1109,1782.82,1783.04,1782.71,1782.86
2017-06-12,1110,1782.76,1783.02,1782.49,1783.02
2017-06-12,1111,1782.94,1783.18,1782.83,1782.83
2017-06-12,1112,1782.65,1783.04,1782.65,1782.88
2017-06-12,1113,1782.91,1783.21,1782.61,1782.79
2017-06-12,1114,1782.7,1782.98,1782.61,1782.81
2017-06-12,1115,1782.72,1782.86,1782.49,1782.5
2017-06-12,1116,1782.55,1782.55,1781.08,1781.25
2017-06-12,1117,1781.51,1781.68,1780.73,1780.73
2017-06-12,1118,1780.73,1780.8,1779.7,1779.79
2017-06-12,1119,1779.75,1780.17,1779.52,1780.07
2017-06-12,1120,1780.11,1780.33,1779.84,1780.02
2017-06-12,1121,1779.97,1780.32,1779.95,1780.22
2017-06-12,1122,1780.12,1780.55,1780.01,1780.32
2017-06-12,1123,1780.14,1780.8,1780.14,1780.59
2017-06-12,1124,1780.48,1781.14,1780.48,1781.14
2017-06-12,1125,1780.89,1780.95,1780.33,1780.91
2017-06-12,1126,1780.83,1780.98,1780.59,1780.98
2017-06-12,1127,1781.04,1781.13,1780.88,1780.9
2017-06-12,1128,1781.03,1781.3,1780.71,1780.73
2017-06-12,1129,1780.74,1780.9,1780.49,1780.49
2017-06-12,1300,1780.61,1781.29,1780.38,1780.45
2017-06-12,1301,1780.45,1780.45,1780.45,1780.45
2017-06-12,1302,1780.37,1780.42,1779.93,1779.93
2017-06-12,1303,1779.8,1780.05,1779.3,1779.3
2017-06-12,1304,1779.38,1779.51,1779.1,1779.3
2017-06-12,1305,1779.32,1779.32,1778.74,1778.85
2017-06-12,1306,1778.85,1778.99,1778.59,1778.66
2017-06-12,1307,1778.64,1778.88,1778.6,1778.7
2017-06-12,1308,1778.73,1779.11,1778.62,1778.81
2017-06-12,1309,1778.79,1779.18,1778.79,1779.04
2017-06-12,1310,1779.02,1779.47,1779,1779.44
2017-06-12,1311,1779.52,1779.72,1779.4,1779.47
2017-06-12,1312,1779.53,1779.9,1779.53,1779.79
2017-06-12,1313,1779.85,1780.05,1779.67,1779.78
2017-06-12,1314,1779.82,1779.99,1779.72,1779.78
2017-06-12,1315,1779.83,1780.02,1779.52,1780.02
2017-06-12,1316,1779.86,1780.13,1779.29,1779.55
2017-06-12,1317,1779.61,1779.92,1779.43,1779.43
2017-06-12,1318,1779.44,1779.53,1779.13,1779.13
2017-06-12,1319,1779.12,1779.28,1778.98,1779.28
2017-06-12,1320,1779.27,1779.62,1779.07,1779.41
2017-06-12,1321,1779.5,1779.86,1779.38,1779.48
2017-06-12,1322,1779.52,1779.83,1778.97,1779.27
2017-06-12,1323,1779.48,1779.48,1779.03,1779.26
2017-06-12,1324,1779.27,1779.39,1778.64,1778.74
2017-06-12,1325,1778.63,1778.76,1778.28,1778.61
2017-06-12,1326,1778.59,1779.3,1778.59,1779.21
2017-06-12,1327,1779.29,1781.09,1779.29,1781.09
2017-06-12,1328,1781.17,1781.69,1781.17,1781.44
2017-06-12,1329,1781.44,1781.97,1781.44,1781.93
2017-06-12,1330,1781.76,1782.29,1781.76,1782.2
2017-06-12,1331,1782.2,1782.73,1782.14,1782.67
2017-06-12,1332,1782.65,1783.02,1782.6,1782.9
2017-06-12,1333,1782.83,1782.93,1782.56,1782.73
2017-06-12,1334,1782.83,1782.83,1782.29,1782.69
2017-06-12,1335,1782.71,1782.78,1782.26,1782.26
2017-06-12,1336,1782.36,1782.67,1782.12,1782.23
2017-06-12,1337,1782.27,1782.62,1782.27,1782.52
2017-06-12,1338,1782.55,1782.92,1782.53,1782.76
2017-06-12,1339,1782.86,1783.22,1782.71,1783.22
2017-06-12,1340,1783.15,1783.67,1783.07,1783.67
2017-06-12,1341,1783.7,1784.07,1783.61,1783.99
2017-06-12,1342,1784.04,1784.25,1783.89,1783.97
2017-06-12,1343,1783.96,1784.43,1783.87,1784.43
2017-06-12,1344,1784.29,1784.3,1783.92,1784.18
2017-06-12,1345,1784.02,1784.3,1783.67,1784.15
2017-06-12,1346,1784.09,1784.36,1784.01,1784.3
2017-06-12,1347,1784.35,1784.82,1784.35,1784.57
2017-06-12,1348,1784.61,1784.84,1784.32,1784.79
2017-06-12,1349,1784.42,1784.89,1784.42,1784.87
2017-06-12,1350,1785.06,1785.31,1784.86,1785.2
2017-06-12,1351,1785.22,1785.41,1785.02,1785.32
2017-06-12,1352,1785.16,1785.42,1784.88,1785.22
2017-06-12,1353,1785.18,1785.18,1784.62,1784.75
2017-06-12,1354,1784.82,1784.85,1784.37,1784.53
2017-06-12,1355,1784.54,1784.74,1783.03,1783.17
2017-06-12,1356,1783.07,1783.1,1782.43,1782.47
2017-06-12,1357,1782.44,1782.54,1782.21,1782.36
2017-06-12,1358,1782.34,1782.45,1782.02,1782.26
2017-06-12,1359,1782.1,1782.19,1781.77,1782.19
2017-06-12,1400,1782.05,1782.11,1781.48,1781.48
2017-06-12,1401,1781.46,1781.85,1781.24,1781.76
2017-06-12,1402,1781.69,1781.88,1781.59,1781.88
2017-06-12,1403,1781.81,1782.14,1781.53,1781.85
2017-06-12,1404,1781.89,1782.16,1781.62,1781.75
2017-06-12,1405,1781.7,1781.78,1781.07,1781.3
2017-06-12,1406,1781.34,1781.4,1780.21,1780.3
2017-06-12,1407,1780.37,1780.43,1779.42,1779.42
2017-06-12,1408,1779.78,1779.78,1779.1,1779.32
2017-06-12,1409,1779.38,1779.74,1779.27,1779.64
2017-06-12,1410,1779.58,1780.23,1779.58,1780.23
2017-06-12,1411,1780.33,1780.91,1780.18,1780.69
2017-06-12,1412,1780.79,1781.16,1780.54,1780.98
2017-06-12,1413,1781.43,1781.91,1781.29,1781.85
2017-06-12,1414,1781.62,1781.84,1781.34,1781.34
2017-06-12,1415,1781.43,1781.71,1781.32,1781.36
2017-06-12,1416,1781.29,1781.9,1781.29,1781.56
2017-06-12,1417,1781.67,1781.72,1781.28,1781.37
2017-06-12,1418,1781.54,1782.23,1781.36,1781.9
2017-06-12,1419,1782.29,1782.64,1781.66,1782.22
2017-06-12,1420,1782.54,1782.63,1782.03,1782.41
2017-06-12,1421,1782.35,1783.35,1782.34,1783.21
2017-06-12,1422,1783.46,1783.56,1783.04,1783.51
2017-06-12,1423,1783.49,1783.99,1783.45,1783.99
2017-06-12,1424,1783.86,1783.92,1783.25,1783.45
2017-06-12,1425,1783.31,1783.55,1783.26,1783.26
2017-06-12,1426,1783.21,1783.41,1782.8,1782.8
2017-06-12,1427,1782.77,1783.04,1782.67,1782.69
2017-06-12,1428,1782.73,1782.78,1782.16,1782.32
2017-06-12,1429,1781.77,1782.01,1781.41,1781.56
2017-06-12,1430,1781.67,1781.67,1781.01,1781.1
2017-06-12,1431,1781.07,1781.34,1780.95,1781.01
2017-06-12,1432,1780.96,1781.08,1780.5,1780.59
2017-06-12,1433,1780.44,1780.95,1780.16,1780.36
2017-06-12,1434,1780.21,1780.49,1780.19,1780.28
2017-06-12,1435,1780.48,1780.56,1780.13,1780.14
2017-06-12,1436,1780.23,1780.51,1780.08,1780.21
2017-06-12,1437,1780.25,1780.39,1780.08,1780.13
2017-06-12,1438,1780.13,1780.32,1780.11,1780.17
2017-06-12,1439,1780.21,1780.3,1780.05,1780.22
2017-06-12,1440,1780.18,1780.19,1778.8,1778.82
2017-06-12,1441,1778.71,1778.74,1777.46,1777.46
2017-06-12,1442,1777.3,1777.3,1776.66,1776.71
2017-06-12,1443,1776.53,1776.7,1775.98,1775.98
2017-06-12,1444,1776.02,1776.75,1775.67,1775.87
2017-06-12,1445,1775.86,1776.32,1775.85,1776.32
2017-06-12,1446,1776.07,1776.6,1776.04,1776.44
2017-06-12,1447,1776.55,1776.89,1776.31,1776.31
2017-06-12,1448,1776.36,1776.9,1776.36,1776.58
2017-06-12,1449,1776.54,1776.54,1775.94,1776.08
2017-06-12,1450,1776.15,1776.15,1775.6,1775.66
2017-06-12,1451,1775.64,1775.64,1774.57,1774.57
2017-06-12,1452,1774.66,1774.66,1773.76,1773.81
2017-06-12,1453,1773.86,1773.92,1773.53,1773.72
2017-06-12,1454,1773.74,1774.21,1773.74,1773.96
2017-06-12,1455,1774.14,1774.94,1774.14,1774.87
2017-06-12,1456,1774.93,1775.89,1774.93,1775.87
2017-06-12,1457,1775.79,1776.06,1775.76,1775.84
2017-06-12,1458,1775.96,1775.96,1775.84,1775.84
2017-06-12,1459,1775.84,1775.84,1775.84,1775.84
2017-06-12,1500,1775.55,1775.55,1775.55,1775.55
2017-06-13,931,1773,1773.56,1771.84,1773.56
2017-06-13,932,1773.83,1775.33,1773.66,1775.33
2017-06-13,933,1775.34,1777,1775.34,1777
2017-06-13,934,1776.79,1777.56,1776.79,1777.48
2017-06-13,935,1777.85,1778.78,1777.44,1778.78
2017-06-13,936,1778.86,1780,1778.81,1780
2017-06-13,937,1780.08,1780.74,1779.97,1780.73
2017-06-13,938,1780.81,1780.83,1779.67,1780.05
2017-06-13,939,1779.74,1779.74,1778.56,1778.56
2017-06-13,940,1778.21,1780.09,1778.21,1779.57
2017-06-13,941,1779.41,1780.8,1779.31,1780.72
2017-06-13,942,1780.6,1781.51,1780.6,1781.33
2017-06-13,943,1781.28,1781.28,1780.64,1780.81
2017-06-13,944,1780.84,1780.84,1780.2,1780.54
2017-06-13,945,1780.49,1780.93,1780.33,1780.91
2017-06-13,946,1780.84,1781.03,1780.68,1780.77
2017-06-13,947,1780.82,1780.83,1779.07,1779.6
2017-06-13,948,1779.8,1779.8,1779,1779
2017-06-13,949,1778.96,1779.15,1778.5,1778.72
2017-06-13,950,1778.77,1778.88,1778.45,1778.6
2017-06-13,951,1778.63,1779.83,1778.63,1779.83
2017-06-13,952,1780.05,1780.72,1780.05,1780.6
2017-06-13,953,1780.54,1781.14,1780.44,1781.14
2017-06-13,954,1781.21,1781.56,1780.95,1781.56
2017-06-13,955,1781.23,1781.51,1781.22,1781.43
2017-06-13,956,1781.41,1781.7,1781.41,1781.54
2017-06-13,957,1781.57,1781.85,1781.47,1781.73
2017-06-13,958,1781.65,1781.87,1781.02,1781.02
2017-06-13,959,1781.02,1781.09,1780.46,1781.05
2017-06-13,1000,1781.19,1781.42,1781,1781.12
2017-06-13,1001,1781.1,1781.63,1781.1,1781.22
2017-06-13,1002,1781.27,1781.45,1781.05,1781.45
2017-06-13,1003,1781.63,1782.14,1781.53,1782.06
2017-06-13,1004,1782.14,1782.33,1782.07,1782.29
2017-06-13,1005,1782.41,1782.41,1782.05,1782.14
2017-06-13,1006,1782.17,1782.53,1782.15,1782.28
2017-06-13,1007,1782.26,1783.78,1782.26,1783.78
2017-06-13,1008,1783.64,1785.51,1783.47,1785.51
2017-06-13,1009,1785.4,1786.38,1785.27,1786.31
2017-06-13,1010,1786.4,1787.17,1786.4,1786.8
2017-06-13,1011,1786.95,1787.26,1786.95,1787.2
2017-06-13,1012,1787.39,1787.61,1787.32,1787.39
2017-06-13,1013,1787.45,1787.45,1786.98,1787.3
2017-06-13,1014,1787.07,1787.51,1786.95,1787.51
2017-06-13,1015,1787.45,1787.5,1787.07,1787.37
2017-06-13,1016,1787.38,1787.46,1787.21,1787.24
2017-06-13,1017,1787.35,1787.37,1787.1,1787.35
2017-06-13,1018,1787.25,1787.4,1787,1787.06
2017-06-13,1019,1787.32,1787.32,1786.62,1786.62
2017-06-13,1020,1786.06,1786.78,1785.58,1785.65
2017-06-13,1021,1785.72,1786.26,1785.59,1786.12
2017-06-13,1022,1786.12,1786.17,1785.89,1785.97
2017-06-13,1023,1786.05,1786.35,1786,1786.29
2017-06-13,1024,1786.54,1786.61,1786.28,1786.28
2017-06-13,1025,1786.25,1786.49,1786.09,1786.23
2017-06-13,1026,1786.25,1786.77,1786.25,1786.52
2017-06-13,1027,1786.45,1786.57,1786,1786.02
2017-06-13,1028,1786.05,1786.05,1784.76,1784.98
2017-06-13,1029,1784.86,1784.86,1783.6,1783.6
2017-06-13,1030,1783.88,1783.88,1783.27,1783.36
2017-06-13,1031,1783.33,1783.87,1783.2,1783.73
2017-06-13,1032,1783.59,1783.84,1783.41,1783.78
2017-06-13,1033,1783.95,1784.3,1783.8,1784.3
2017-06-13,1034,1784.33,1784.34,1784.07,1784.22
2017-06-13,1035,1784.21,1784.28,1783.86,1783.95
2017-06-13,1036,1784.13,1784.27,1783.75,1784.08
2017-06-13,1037,1784,1784.11,1783.68,1783.96
2017-06-13,1038,1783.86,1783.98,1783.59,1783.59
2017-06-13,1039,1783.59,1783.59,1783.22,1783.22
2017-06-13,1040,1783.21,1783.67,1783.13,1783.44
2017-06-13,1041,1784.25,1785.44,1783.9,1785.44
2017-06-13,1042,1785.47,1786.37,1785.47,1786.23
2017-06-13,1043,1786.18,1786.54,1786.18,1786.35
2017-06-13,1044,1786.42,1786.49,1786.16,1786.49
2017-06-13,1045,1786.43,1786.62,1786.14,1786.51
2017-06-13,1046,1786.53,1786.71,1786.39,1786.45
2017-06-13,1047,1786.54,1786.57,1786.24,1786.24
2017-06-13,1048,1786.16,1786.26,1785.69,1785.71
2017-06-13,1049,1785.82,1785.91,1785.44,1785.54
2017-06-13,1050,1785.57,1785.57,1785.33,1785.5
2017-06-13,1051,1784.8,1785.13,1784.8,1785.04
2017-06-13,1052,1784.92,1785.07,1784.61,1784.99
2017-06-13,1053,1784.96,1785.01,1784.39,1784.76
2017-06-13,1054,1784.99,1785.1,1784.65,1784.89
2017-06-13,1055,1784.89,1785.43,1784.89,1785.43
2017-06-13,1056,1785.38,1785.61,1785.15,1785.47
2017-06-13,1057,1785.43,1785.82,1785.3,1785.7
2017-06-13,1058,1785.61,1785.77,1784.65,1784.65
2017-06-13,1059,1784.54,1784.54,1784.12,1784.54
2017-06-13,1100,1784.2,1784.57,1784.06,1784.4
2017-06-13,1101,1784.45,1784.55,1783.91,1784.36
2017-06-13,1102,1784.33,1784.6,1784.3,1784.57
2017-06-13,1103,1784.69,1784.88,1784.44,1784.65
2017-06-13,1104,1784.93,1786.01,1784.93,1785.37
2017-06-13,1105,1785.59,1786.04,1785.5,1785.96
2017-06-13,1106,1786.09,1786.35,1785.81,1786.09
2017-06-13,1107,1786.27,1787.78,1786.27,1787.36
2017-06-13,1108,1787.29,1788.1,1787.29,1788.04
2017-06-13,1109,1788.17,1788.46,1787.9,1788.25
2017-06-13,1110,1788.26,1788.67,1788.11,1788.35
2017-06-13,1111,1788.39,1788.78,1788.03,1788.64
2017-06-13,1112,1788.63,1788.89,1788.42,1788.52
2017-06-13,1113,1788.37,1788.86,1788.37,1788.76
2017-06-13,1114,1788.69,1788.89,1788.37,1788.57
2017-06-13,1115,1788.6,1788.65,1788.17,1788.33
2017-06-13,1116,1788.45,1788.58,1788.13,1788.3
2017-06-13,1117,1788.25,1788.64,1788.22,1788.64
2017-06-13,1118,1788.68,1789.52,1788.27,1789.52
2017-06-13,1119,1789.35,1790.81,1789.35,1790.67
2017-06-13,1120,1791.06,1791.75,1791.06,1791.75
2017-06-13,1121,1791.75,1792.59,1791.75,1792.59
2017-06-13,1122,1792.63,1792.79,1792.35,1792.46
2017-06-13,1123,1792.44,1792.83,1792.28,1792.83
2017-06-13,1124,1792.7,1792.89,1792.55,1792.57
2017-06-13,1125,1792.6,1792.75,1792.46,1792.71
2017-06-13,1126,1792.69,1792.83,1792.49,1792.83
2017-06-13,1127,1792.99,1793.32,1792.95,1793.21
2017-06-13,1128,1793.17,1793.87,1793.17,1793.87
2017-06-13,1129,1793.89,1794.15,1793.71,1794.15
2017-06-13,1300,1794.16,1796.14,1794.15,1796.14
2017-06-13,1301,1796.14,1796.14,1796.14,1796.14
2017-06-13,1302,1796.32,1796.32,1795.47,1795.47
2017-06-13,1303,1794.8,1795.14,1794.56,1794.78
2017-06-13,1304,1794.8,1794.8,1794.47,1794.64
2017-06-13,1305,1794.59,1794.63,1794.21,1794.48
2017-06-13,1306,1794.4,1794.64,1794.37,1794.52
2017-06-13,1307,1794.47,1794.74,1794.34,1794.62
2017-06-13,1308,1794.76,1794.89,1794.49,1794.6
2017-06-13,1309,1794.61,1794.67,1794.22,1794.5
2017-06-13,1310,1794.48,1794.54,1794.14,1794.35
2017-06-13,1311,1794.43,1794.49,1794.02,1794.13
2017-06-13,1312,1794.25,1794.44,1794.03,1794.32
2017-06-13,1313,1794.43,1794.49,1794.15,1794.39
2017-06-13,1314,1794.35,1794.65,1794.31,1794.5
2017-06-13,1315,1794.51,1794.51,1793.94,1794.3
2017-06-13,1316,1794.16,1794.58,1794.16,1794.5
2017-06-13,1317,1794.5,1794.65,1794.36,1794.36
2017-06-13,1318,1794.4,1794.6,1794.25,1794.44
2017-06-13,1319,1794.41,1794.5,1794.3,1794.44
2017-06-13,1320,1794.4,1794.63,1794.14,1794.43
2017-06-13,1321,1794.43,1794.56,1793.72,1793.72
2017-06-13,1322,1793.99,1794.22,1793.92,1794.03
2017-06-13,1323,1794.12,1794.12,1793.79,1793.9
2017-06-13,1324,1794.87,1794.87,1794.21,1794.49
2017-06-13,1325,1794.42,1794.59,1794.25,1794.26
2017-06-13,1326,1794.22,1794.58,1794.19,1794.36
2017-06-13,1327,1794.25,1794.73,1794.25,1794.31
2017-06-13,1328,1794.18,1794.37,1794.03,1794.03
2017-06-13,1329,1794.11,1794.11,1793.4,1793.6
2017-06-13,1330,1793.54,1793.54,1793.03,1793.03
2017-06-13,1331,1793.11,1793.25,1792.88,1793.12
2017-06-13,1332,1793.11,1793.18,1792.81,1793.13
2017-06-13,1333,1792.97,1793.12,1792.62,1793.02
2017-06-13,1334,1792.97,1793.32,1792.83,1793.31
2017-06-13,1335,1793.27,1793.72,1793.27,1793.71
2017-06-13,1336,1793.79,1793.9,1793.67,1793.67
2017-06-13,1337,1793.54,1793.63,1793.36,1793.48
2017-06-13,1338,1793.33,1793.81,1793.33,1793.81
2017-06-13,1339,1793.83,1794.09,1793.65,1793.97
2017-06-13,1340,1794.05,1794.23,1793.77,1793.9
2017-06-13,1341,1793.8,1794.01,1793.76,1793.91
2017-06-13,1342,1793.81,1794.09,1793.79,1793.79
2017-06-13,1343,1793.94,1794.24,1793.93,1793.99
2017-06-13,1344,1793.95,1794.11,1793.81,1794.01
2017-06-13,1345,1793.99,1794.1,1793.74,1793.96
2017-06-13,1346,1793.84,1794.01,1793.65,1793.66
2017-06-13,1347,1793.71,1794.41,1793.71,1794.27
2017-06-13,1348,1794.25,1795.92,1794.25,1795.92
2017-06-13,1349,1795.56,1796.14,1795.56,1795.99
2017-06-13,1350,1795.97,1795.98,1795.57,1795.89
2017-06-13,1351,1795.78,1795.91,1795.56,1795.91
2017-06-13,1352,1795.92,1796.17,1795.65,1795.65
2017-06-13,1353,1795.81,1795.98,1795.57,1795.73
2017-06-13,1354,1795.69,1795.81,1795.48,1795.59
2017-06-13,1355,1795.41,1795.41,1794.83,1794.97
2017-06-13,1356,1795,1795,1794.57,1794.66
2017-06-13,1357,1794.7,1794.82,1794.49,1794.7
2017-06-13,1358,1794.81,1795.08,1794.65,1795.08
2017-06-13,1359,1795.01,1796.28,1794.96,1796.28
2017-06-13,1400,1796.4,1796.4,1795.71,1796.32
2017-06-13,1401,1796.08,1796.39,1795.84,1795.84
2017-06-13,1402,1796.04,1796.39,1795.86,1796.39
2017-06-13,1403,1796.55,1796.72,1796.28,1796.64
2017-06-13,1404,1796.66,1797.04,1796.52,1796.95
2017-06-13,1405,1796.88,1798.38,1796.78,1797.97
2017-06-13,1406,1798.01,1799.17,1798.01,1799.17
2017-06-13,1407,1799.24,1799.65,1799.07,1799.5
2017-06-13,1408,1799.73,1800.05,1799.62,1799.88
2017-06-13,1409,1799.96,1800.19,1799.59,1799.59
2017-06-13,1410,1799.6,1799.67,1799.33,1799.51
2017-06-13,1411,1799.47,1799.74,1799.21,1799.21
2017-06-13,1412,1799.21,1799.36,1798.94,1799.19
2017-06-13,1413,1799.34,1799.34,1798.61,1798.77
2017-06-13,1414,1798.69,1798.96,1798.39,1798.67
2017-06-13,1415,1798.69,1798.93,1798.52,1798.65
2017-06-13,1416,1798.66,1798.85,1798.44,1798.61
2017-06-13,1417,1798.65,1798.73,1798.36,1798.41
2017-06-13,1418,1798.45,1798.45,1798.02,1798.34
2017-06-13,1419,1798.4,1798.41,1797.84,1798
2017-06-13,1420,1798.02,1798.21,1797.73,1797.93
2017-06-13,1421,1797.8,1798.56,1797.65,1798.47
2017-06-13,1422,1798.43,1798.8,1798.35,1798.67
2017-06-13,1423,1798.51,1798.68,1798.34,1798.34
2017-06-13,1424,1798.45,1798.58,1797.96,1797.96
2017-06-13,1425,1797.93,1798.02,1797.04,1797.21
2017-06-13,1426,1797.25,1797.45,1796.94,1797.04
2017-06-13,1427,1797.19,1797.19,1796.79,1796.8
2017-06-13,1428,1796.7,1797.02,1796.69,1797.02
2017-06-13,1429,1797.1,1797.1,1796.44,1796.66
2017-06-13,1430,1796.61,1796.85,1796.46,1796.46
2017-06-13,1431,1796.56,1796.97,1796.56,1796.89
2017-06-13,1432,1796.91,1797.15,1796.73,1796.78
2017-06-13,1433,1796.76,1796.84,1796.46,1796.53
2017-06-13,1434,1796.66,1796.86,1796.55,1796.72
2017-06-13,1435,1796.81,1797.07,1796.53,1796.87
2017-06-13,1436,1796.99,1797.09,1796.7,1797.08
2017-06-13,1437,1797.07,1797.44,1797.06,1797.17
2017-06-13,1438,1797.17,1797.21,1796.41,1796.74
2017-06-13,1439,1796.62,1796.82,1796.44,1796.44
2017-06-13,1440,1796.46,1796.49,1796.24,1796.42
2017-06-13,1441,1796.38,1796.71,1796.35,1796.63
2017-06-13,1442,1796.67,1796.67,1795.73,1795.81
2017-06-13,1443,1795.9,1796.03,1795.64,1795.64
2017-06-13,1444,1795.76,1795.84,1795.34,1795.43
2017-06-13,1445,1795.44,1795.6,1794.98,1794.98
2017-06-13,1446,1795.11,1795.11,1794.25,1794.44
2017-06-13,1447,1794.35,1794.4,1794.11,1794.34
2017-06-13,1448,1794.24,1794.45,1794.14,1794.19
2017-06-13,1449,1794.24,1794.38,1794.03,1794.27
2017-06-13,1450,1794.16,1794.54,1794.16,1794.46
2017-06-13,1451,1794.52,1794.78,1794.39,1794.72
2017-06-13,1452,1794.79,1795.13,1794.77,1794.99
2017-06-13,1453,1795.05,1795.14,1794.85,1795.14
2017-06-13,1454,1795.2,1795.25,1794.85,1795.23
2017-06-13,1455,1795.1,1795.39,1794.91,1795.21
2017-06-13,1456,1795.34,1795.34,1795.09,1795.17
2017-06-13,1457,1795.13,1795.47,1794.97,1795.47
2017-06-13,1458,1795.55,1795.55,1795.54,1795.54
2017-06-13,1459,1795.54,1795.54,1795.54,1795.54
2017-06-13,1500,1795.63,1795.63,1795.63,1795.63
2017-06-14,931,1794.03,1794.55,1793.48,1793.68
2017-06-14,932,1793.58,1794.15,1793.34,1794.1
2017-06-14,933,1794.13,1794.14,1793.66,1793.83
2017-06-14,934,1794.05,1794.05,1793.39,1793.39
2017-06-14,935,1793.94,1793.94,1792.35,1793.06
2017-06-14,936,1793.1,1794.99,1793.1,1794.77
2017-06-14,937,1795.06,1795.93,1795.02,1795.81
2017-06-14,938,1795.97,1797.2,1795.97,1797.03
2017-06-14,939,1797.04,1797.21,1796.65,1796.87
2017-06-14,940,1797.13,1797.47,1796.79,1796.91
2017-06-14,941,1797.26,1797.53,1797.14,1797.46
2017-06-14,942,1797.39,1797.5,1797.23,1797.32
2017-06-14,943,1797.17,1797.31,1796.57,1796.57
2017-06-14,944,1796.82,1796.96,1795.94,1795.94
2017-06-14,945,1795.85,1795.85,1795.04,1795.08
2017-06-14,946,1795.08,1795.08,1794.14,1794.14
2017-06-14,947,1794.11,1794.19,1793.45,1793.61
2017-06-14,948,1793.58,1793.96,1793.58,1793.96
2017-06-14,949,1793.94,1794.07,1793.64,1793.81
2017-06-14,950,1794.05,1794.09,1793.71,1793.88
2017-06-14,951,1793.89,1793.89,1792.62,1792.84
2017-06-14,952,1792.73,1792.73,1791.9,1791.9
2017-06-14,953,1791.94,1792.28,1791.68,1792.21
2017-06-14,954,1792.53,1793.11,1792.53,1793.11
2017-06-14,955,1792.82,1792.96,1792.35,1792.44
2017-06-14,956,1792.19,1792.22,1791.47,1791.62
2017-06-14,957,1791.48,1792.09,1791.42,1792.09
2017-06-14,958,1791.98,1792,1791.45,1791.72
2017-06-14,959,1791.6,1792.65,1791.6,1792.35
2017-06-14,1000,1792.52,1793.2,1792.52,1793.01
2017-06-14,1001,1793.15,1793.5,1793.1,1793.28
2017-06-14,1002,1793.36,1793.51,1793.02,1793.51
2017-06-14,1003,1793.51,1793.51,1792.75,1792.9
2017-06-14,1004,1792.8,1792.82,1792.3,1792.37
2017-06-14,1005,1792.32,1792.32,1791.97,1792.17
2017-06-14,1006,1792.2,1792.2,1790.55,1790.55
2017-06-14,1007,1790.67,1790.69,1789.6,1790.07
2017-06-14,1008,1789.89,1790.12,1789.72,1789.93
2017-06-14,1009,1789.91,1789.95,1789.45,1789.95
2017-06-14,1010,1789.7,1790.04,1789.64,1789.92
2017-06-14,1011,1789.97,1790.39,1789.88,1790.35
2017-06-14,1012,1790.34,1790.4,1790,1790.28
2017-06-14,1013,1790.33,1790.68,1790.2,1790.68
2017-06-14,1014,1790.67,1790.91,1789.26,1789.36
2017-06-14,1015,1789.14,1789.14,1788.1,1788.13
2017-06-14,1016,1788.23,1788.23,1787.3,1787.3
2017-06-14,1017,1787.42,1787.59,1787.09,1787.35
2017-06-14,1018,1787.4,1787.52,1787.06,1787.34
2017-06-14,1019,1787.21,1787.46,1787.21,1787.44
2017-06-14,1020,1787.53,1787.91,1787.45,1787.77
2017-06-14,1021,1787.91,1788.47,1787.83,1788.34
2017-06-14,1022,1788.33,1788.86,1788.25,1788.86
2017-06-14,1023,1788.89,1788.93,1788.54,1788.9
2017-06-14,1024,1788.96,1789.46,1788.84,1789.46
2017-06-14,1025,1789.2,1789.57,1789.07,1789.55
2017-06-14,1026,1789.63,1789.79,1789.34,1789.79
2017-06-14,1027,1789.75,1790.26,1789.65,1790.26
2017-06-14,1028,1790.1,1790.72,1790.09,1790.72
2017-06-14,1029,1790.78,1790.78,1790.32,1790.48
2017-06-14,1030,1790.59,1790.85,1790.4,1790.56
2017-06-14,1031,1790.66,1791.13,1790.65,1791.13
2017-06-14,1032,1791.11,1791.4,1791.11,1791.38
2017-06-14,1033,1791.62,1791.7,1791.12,1791.41
2017-06-14,1034,1791.49,1792.01,1791.4,1791.84
2017-06-14,1035,1791.66,1792.07,1791.51,1792.02
2017-06-14,1036,1791.93,1792.07,1791.7,1791.82
2017-06-14,1037,1791.76,1792.03,1791.76,1791.92
2017-06-14,1038,1792.01,1792.94,1791.93,1792.72
2017-06-14,1039,1793.08,1795.18,1793.08,1795.16
2017-06-14,1040,1795.24,1796.48,1795.24,1796.48
2017-06-14,1041,1796.34,1797.71,1796.34,1796.84
2017-06-14,1042,1796.77,1797.58,1796.77,1797.55
2017-06-14,1043,1797.32,1797.56,1797.21,1797.23
2017-06-14,1044,1797.22,1797.35,1796.42,1796.89
2017-06-14,1045,1796.97,1796.97,1796.34,1796.4
2017-06-14,1046,1796.4,1796.44,1796.01,1796.34
2017-06-14,1047,1796.4,1796.4,1795.91,1796.17
2017-06-14,1048,1796.07,1796.33,1795.75,1795.75
2017-06-14,1049,1795.91,1795.91,1795.19,1795.19
2017-06-14,1050,1795.45,1795.45,1794.96,1795.07
2017-06-14,1051,1794.85,1794.98,1793.97,1794.05
2017-06-14,1052,1793.98,1793.98,1792.74,1792.85
2017-06-14,1053,1792.79,1792.95,1792.51,1792.51
2017-06-14,1054,1792.43,1792.97,1792.11,1792.93
2017-06-14,1055,1792.89,1793.49,1792.75,1793.24
2017-06-14,1056,1793.35,1793.35,1792.74,1792.74
