D,T,O,H,L,C,V
2016/7/22,1115,2267.13,2267.22,2266.75,2266.89,21555
2016/7/22,1116,2267.04,2267.04,2264.75,2264.98,23784
2016/7/22,1117,2264.71,2264.89,2264.21,2264.21,26474
2016/7/22,1118,2264.12,2264.12,2263.38,2263.43,23966
2016/7/22,1119,2263.46,2263.57,2263.11,2263.13,22050
2016/7/22,1120,2263.27,2263.38,2261.36,2261.5,24462
2016/7/22,1121,2261.21,2261.41,2259.32,2259.32,40423
2016/7/22,1122,2259.13,2259.27,2258.67,2258.67,39806
2016/7/22,1123,2258.53,2258.67,2258.23,2258.23,37169
2016/7/22,1124,2258.4,2258.4,2258.09,2258.17,33687
2016/7/22,1125,2258.15,2258.9,2258.11,2258.79,29513
2016/7/22,1126,2258.89,2259.4,2258.8,2259.12,25794
2016/7/22,1127,2259.15,2259.25,2258.48,2258.69,25372
2016/7/22,1128,2258.61,2258.61,2257.4,2257.4,28278
2016/7/22,1129,2257.25,2257.46,2256.24,2256.35,34372
2016/7/22,1300,2256.33,2256.33,2252.98,2253.03,133784
2016/7/22,1301,2253.03,2253.03,2253.03,2253.03,0
2016/7/22,1302,2252.86,2253.51,2252.81,2253.51,28133
2016/7/22,1303,2253.57,2254.78,2253.57,2254.78,26405
2016/7/22,1304,2254.62,2255.47,2254.62,2255.27,23808
2016/7/22,1305,2255.45,2256.09,2255.45,2256.09,22401
2016/7/22,1306,2255.99,2256.2,2255.44,2255.6,20968
2016/7/22,1307,2255.95,2256.02,2255.55,2256.02,20501
2016/7/22,1308,2255.91,2256.32,2255.55,2255.57,21347
2016/7/22,1309,2255.78,2255.91,2255.51,2255.73,20581
2016/7/22,1310,2255.74,2256.21,2255.7,2255.98,22165
2016/7/22,1311,2256.26,2256.46,2256.08,2256.46,25344
2016/7/22,1312,2256.37,2256.58,2256.24,2256.34,22734
2016/7/22,1313,2256.43,2256.81,2256.42,2256.57,21697
2016/7/22,1314,2256.67,2256.84,2256.47,2256.5,21571
2016/7/22,1315,2256.65,2256.76,2256.43,2256.68,20594
2016/7/22,1316,2256.73,2256.82,2256.43,2256.63,19201
2016/7/22,1317,2256.67,2256.69,2255.99,2256.1,23015
2016/7/22,1318,2255.99,2255.99,2255.04,2255.04,24471
2016/7/22,1319,2255.03,2255.15,2254.48,2254.69,27024
2016/7/22,1320,2254.59,2254.64,2254.42,2254.6,27380
2016/7/22,1321,2254.58,2254.78,2254.49,2254.55,29197
2016/7/22,1322,2254.48,2254.55,2253.74,2253.74,28636
2016/7/22,1323,2253.74,2253.74,2253.04,2253.04,37181
2016/7/22,1324,2253.18,2253.18,2252.51,2252.51,38473
2016/7/22,1325,2252.59,2252.59,2252.28,2252.28,42265
2016/7/22,1326,2252.16,2252.16,2250.56,2250.58,51165
2016/7/22,1327,2250.36,2250.5,2248.9,2248.95,60456
2016/7/22,1328,2248.96,2249.87,2248.3,2249.28,60249
2016/7/22,1329,2249.99,2251.81,2249.47,2251.53,57716
2016/7/22,1330,2251.77,2253.33,2251.77,2253.33,43740
2016/7/22,1331,2253.18,2254.15,2253.18,2254.14,35037
2016/7/22,1332,2254.14,2254.32,2253.69,2253.73,28735
2016/7/22,1333,2254.13,2254.41,2253.75,2254.32,29497
2016/7/22,1334,2254.26,2254.96,2254.23,2254.88,26638
2016/7/22,1335,2254.97,2255.98,2254.95,2255.89,31178
2016/7/22,1336,2255.92,2256.87,2255.92,2256.79,29799
2016/7/22,1337,2257.01,2257.52,2256.79,2257.3,30866
2016/7/22,1338,2257.32,2257.88,2257.32,2257.72,26643
2016/7/22,1339,2257.71,2258.21,2257.71,2258.19,28391
2016/7/22,1340,2258.34,2258.71,2258.34,2258.58,26934
2016/7/22,1341,2258.92,2258.92,2258.06,2258.15,24428
2016/7/22,1342,2257.98,2257.98,2257.25,2257.29,25277
2016/7/22,1343,2257.23,2257.66,2257.23,2257.66,23954
2016/7/22,1344,2257.65,2259.66,2257.65,2259.66,36920
2016/7/22,1345,2260.57,2262.68,2260.57,2262.68,42713
2016/7/22,1346,2262.63,2265.07,2262.63,2265.07,46840
2016/7/22,1347,2265.12,2267.46,2265.12,2267.43,46058
2016/7/22,1348,2267.42,2267.6,2266.37,2267.44,44894
2016/7/22,1349,2267.48,2267.48,2266.86,2266.93,32821
2016/7/22,1350,2266.75,2266.86,2266.2,2266.2,27944
2016/7/22,1351,2266.05,2266.05,2265.47,2265.58,26311
2016/7/22,1352,2265.5,2265.73,2265.22,2265.63,22793
2016/7/22,1353,2265.48,2265.48,2265.14,2265.32,24231
2016/7/22,1354,2265.27,2265.42,2265,2265.03,24769
2016/7/22,1355,2265.08,2265.1,2263.82,2264.14,23755
2016/7/22,1356,2264.14,2264.14,2263.55,2263.55,23115
2016/7/22,1357,2263.66,2263.66,2263.14,2263.41,19675
2016/7/22,1358,2263.35,2263.94,2263.3,2263.94,22207
2016/7/22,1359,2264,2264.95,2264,2264.95,27117
2016/7/22,1400,2264.98,2265.38,2264.93,2265.37,25047
2016/7/22,1401,2265.22,2265.4,2264.54,2264.91,28434
2016/7/22,1402,2265.23,2265.46,2264.93,2265.18,28870
2016/7/22,1403,2265.27,2265.27,2264.74,2264.74,26174
2016/7/22,1404,2264.8,2265.68,2264.54,2265.49,25628
2016/7/22,1405,2265.13,2266.31,2265.13,2265.9,29999
2016/7/22,1406,2265.85,2266.13,2265.62,2265.96,27512
2016/7/22,1407,2265.87,2265.95,2263.86,2263.89,31542
2016/7/22,1408,2263.58,2263.58,2260.95,2260.95,38009
2016/7/22,1409,2260.92,2260.92,2259.31,2259.31,35734
2016/7/22,1410,2259.38,2259.39,2258.97,2259.36,31384
2016/7/22,1411,2259.77,2259.77,2259.19,2259.35,27019
2016/7/22,1412,2259.08,2259.95,2259.08,2259.95,25055
2016/7/22,1413,2260.07,2260.56,2260.01,2260.42,23634
2016/7/22,1414,2260.42,2261.19,2260.42,2261.19,27212
2016/7/22,1415,2261.19,2261.45,2260.97,2261.45,27239
2016/7/22,1416,2261.56,2262.62,2261.32,2262.62,25536
2016/7/22,1417,2262.75,2263.72,2262.72,2263.67,30318
2016/7/22,1418,2263.7,2263.7,2262.78,2262.85,28498
2016/7/22,1419,2262.75,2262.78,2262.07,2262.18,26133
2016/7/22,1420,2262.16,2262.16,2261.7,2261.7,24379
2016/7/22,1421,2261.73,2261.89,2261,2261,27781
2016/7/22,1422,2260.88,2260.88,2259.42,2259.45,35786
2016/7/22,1423,2259.26,2259.26,2257.38,2257.38,39808
2016/7/22,1424,2257.43,2257.43,2256.61,2256.68,40717
2016/7/22,1425,2256.98,2257.93,2256.56,2257.9,42137
2016/7/22,1426,2257.78,2258.54,2257.78,2258.36,31540
2016/7/22,1427,2258.46,2258.98,2258.42,2258.89,27045
2016/7/22,1428,2258.93,2259.44,2258.92,2259.17,28870
2016/7/22,1429,2259.34,2259.88,2259.18,2259.88,30191
2016/7/22,1430,2259.89,2260.15,2259.44,2259.51,28141
2016/7/22,1431,2259.62,2259.62,2258.83,2259.36,27910
2016/7/22,1432,2259.28,2259.28,2258.56,2258.56,31111
2016/7/22,1433,2258.47,2258.47,2256.81,2256.81,39647
2016/7/22,1434,2256.67,2256.77,2255.62,2255.62,42731
2016/7/22,1435,2255.52,2255.58,2253.93,2253.93,55965
2016/7/22,1436,2253.83,2253.83,2251.88,2251.95,67610
2016/7/22,1437,2251.8,2251.8,2250.36,2250.36,71268
2016/7/22,1438,2250.21,2250.26,2249.63,2249.82,70922
2016/7/22,1439,2249.82,2250.23,2249.36,2249.87,67209
2016/7/22,1440,2250.53,2251.56,2250.12,2251.56,64041
2016/7/22,1441,2251.49,2252.99,2251.49,2252.97,48843
2016/7/22,1442,2253.96,2254.17,2253.6,2254.17,44420
2016/7/22,1443,2254.17,2254.4,2253.8,2253.88,43122
2016/7/22,1444,2253.87,2253.9,2253.38,2253.44,41712
2016/7/22,1445,2253.51,2253.51,2252.73,2252.78,45066
2016/7/22,1446,2252.78,2252.96,2252.59,2252.59,42932
2016/7/22,1447,2252.57,2252.57,2252.01,2252.28,46617
2016/7/22,1448,2252.06,2252.06,2251.45,2251.52,49505
2016/7/22,1449,2251.55,2251.89,2251.46,2251.64,49744
2016/7/22,1450,2251.52,2251.54,2250.41,2250.41,60586
2016/7/22,1451,2250.55,2250.55,2249.48,2249.48,61441
2016/7/22,1452,2249.58,2249.59,2249.23,2249.25,69327
2016/7/22,1453,2249.3,2249.3,2248.79,2248.99,74297
2016/7/22,1454,2249.15,2249.29,2248.62,2248.85,74579
2016/7/22,1455,2249.02,2249.27,2248.59,2249,76201
2016/7/22,1456,2248.96,2249.69,2248.96,2249.29,79357
2016/7/22,1457,2249.57,2250.25,2249.38,2249.9,84762
2016/7/22,1458,2249.93,2249.93,2249.75,2249.75,7876
2016/7/22,1459,2249.75,2249.75,2249.75,2249.75,3831
2016/7/22,1500,2249.99,2249.99,2249.99,2249.99,144651
2016/7/25,931,2245.86,2247.98,2244.72,2247.98,165766
2016/7/25,932,2246.6,2248.02,2246.02,2248.02,74122
2016/7/25,933,2247.83,2249.25,2247.83,2248.49,72636
2016/7/25,934,2248.51,2249,2248.13,2248.71,71584
2016/7/25,935,2248.47,2248.47,2246.66,2246.66,73304
2016/7/25,936,2246.52,2246.59,2243.16,2243.16,79307
2016/7/25,937,2242.96,2242.96,2241.45,2241.45,76167
2016/7/25,938,2241.57,2241.62,2240.87,2240.93,75131
2016/7/25,939,2240.76,2240.85,2239.94,2240,74247
2016/7/25,940,2240.15,2240.24,2238.99,2239.01,72469
2016/7/25,941,2239.17,2239.17,2238.12,2238.36,68762
2016/7/25,942,2238.35,2240.28,2238.12,2239.79,72569
2016/7/25,943,2239.94,2241.78,2239.83,2241.6,63863
2016/7/25,944,2241.71,2242.88,2241.71,2242.88,63902
2016/7/25,945,2242.95,2243.41,2242.51,2243.18,58854
2016/7/25,946,2243.47,2243.81,2242.97,2243.81,62063
2016/7/25,947,2243.78,2244.39,2243.78,2244.39,57951
2016/7/25,948,2244.16,2244.75,2244.14,2244.75,61529
2016/7/25,949,2245.04,2245.15,2244.92,2245,58377
2016/7/25,950,2245.16,2245.3,2244.66,2244.85,60016
2016/7/25,951,2244.73,2245.19,2244.65,2245.08,54699
2016/7/25,952,2245.03,2245.83,2245.03,2245.5,55030
2016/7/25,953,2245.55,2245.77,2245.3,2245.54,53615
2016/7/25,954,2245.62,2246.03,2245.57,2246.03,50566
2016/7/25,955,2245.95,2247.76,2245.95,2247.76,50773
2016/7/25,956,2247.9,2249.25,2247.65,2249.25,49733
2016/7/25,957,2249.27,2250.78,2249.27,2250.66,53973
2016/7/25,958,2250.93,2252.23,2250.83,2252.23,52232
2016/7/25,959,2252.43,2253.91,2252.43,2253.74,50164
2016/7/25,1000,2253.85,2254.41,2253.82,2254.36,50635
2016/7/25,1001,2254.4,2254.54,2254.04,2254.41,54684
2016/7/25,1002,2254.32,2254.37,2253.98,2254.05,42915
2016/7/25,1003,2254.06,2254.17,2252.71,2253.19,43181
2016/7/25,1004,2253.15,2253.32,2252.95,2253.2,39094
2016/7/25,1005,2253.23,2253.23,2252.55,2252.76,37857
2016/7/25,1006,2252.44,2252.67,2252.3,2252.35,32029
2016/7/25,1007,2252.47,2252.82,2252.46,2252.72,33695
2016/7/25,1008,2252.57,2252.66,2251.63,2251.63,37788
2016/7/25,1009,2251.67,2251.74,2251.18,2251.45,34321
2016/7/25,1010,2251.49,2251.5,2251.08,2251.5,31008
2016/7/25,1011,2251.6,2252.16,2251.46,2252.08,31675
2016/7/25,1012,2252.32,2252.7,2252.27,2252.61,33353
2016/7/25,1013,2252.65,2253.01,2252.65,2253,36293
2016/7/25,1014,2253.01,2253.13,2252.3,2252.66,35607
2016/7/25,1015,2252.67,2252.67,2251.57,2252,35425
2016/7/25,1016,2251.79,2251.79,2251.14,2251.17,34599
2016/7/25,1017,2251.13,2251.68,2250.71,2251.41,38088
2016/7/25,1018,2251.46,2252.05,2251.31,2251.95,42058
2016/7/25,1019,2251.88,2253.57,2251.75,2253.18,34564
2016/7/25,1020,2253.73,2254.97,2253.28,2254.61,39532
2016/7/25,1021,2254.94,2255.41,2254.55,2255.35,35283
2016/7/25,1022,2255.42,2256.6,2255.42,2256.6,36525
2016/7/25,1023,2256.49,2257.16,2256.49,2256.99,35853
2016/7/25,1024,2257.12,2257.25,2256.76,2256.82,36216
2016/7/25,1025,2256.8,2257.18,2256.74,2257.09,35479
2016/7/25,1026,2257.19,2257.55,2257.19,2257.48,32870
2016/7/25,1027,2257.56,2258.96,2257.56,2258.85,37667
2016/7/25,1028,2259.01,2259.21,2258.81,2259.1,39244
2016/7/25,1029,2258.95,2258.95,2258.28,2258.33,37861
2016/7/25,1030,2258.34,2258.34,2256.97,2257.01,35091
2016/7/25,1031,2256.96,2257.1,2256.41,2256.84,34100
2016/7/25,1032,2256.75,2257,2255.72,2256.39,32957
2016/7/25,1033,2255.94,2257.36,2255.94,2256.51,30558
2016/7/25,1034,2256.58,2256.76,2255.41,2256.31,33982
2016/7/25,1035,2256.08,2256.09,2254.68,2254.96,37639
2016/7/25,1036,2254.95,2255.35,2254.55,2255.01,37535
2016/7/25,1037,2254.93,2255.44,2254.66,2254.9,37316
2016/7/25,1038,2254.62,2255.7,2254.58,2255.48,34508
2016/7/25,1039,2255.53,2255.53,2254.78,2255.22,32694
2016/7/25,1040,2255.24,2255.65,2254.73,2255.65,33193
2016/7/25,1041,2255.41,2256.03,2255.24,2256.03,32100
2016/7/25,1042,2255.81,2255.96,2255.25,2255.63,27401
2016/7/25,1043,2255.33,2255.37,2254.9,2255.13,27831
2016/7/25,1044,2255.15,2255.16,2254.82,2255.16,27576
2016/7/25,1045,2255.32,2255.58,2254.93,2255.58,28878
2016/7/25,1046,2255.9,2258.71,2255.72,2258.71,37369
2016/7/25,1047,2258.67,2260.59,2258.67,2260.43,40632
2016/7/25,1048,2260.62,2261.43,2260.4,2261.43,40288
2016/7/25,1049,2261.36,2261.54,2260.52,2261.04,38404
2016/7/25,1050,2261.14,2261.35,2260.87,2261.23,32424
2016/7/25,1051,2261.21,2261.35,2260.69,2260.69,29398
2016/7/25,1052,2260.59,2261.33,2260.59,2261.08,29060
2016/7/25,1053,2261.11,2261.51,2260.88,2261.51,28429
2016/7/25,1054,2261.47,2261.62,2260.95,2261.23,26790
2016/7/25,1055,2261.29,2261.67,2261.12,2261.67,28626
2016/7/25,1056,2261.6,2263.12,2261.44,2263.12,34116
2016/7/25,1057,2263.1,2264.43,2263.06,2264.29,38653
2016/7/25,1058,2264.41,2264.41,2263.42,2263.42,32705
2016/7/25,1059,2263.68,2263.88,2262.66,2262.66,31862
2016/7/25,1100,2262.88,2262.88,2262.56,2262.59,26025
2016/7/25,1101,2262.55,2262.99,2262.37,2262.95,27147
2016/7/25,1102,2262.79,2263.05,2261.89,2261.89,24358
2016/7/25,1103,2262.31,2262.36,2260.48,2260.49,28703
2016/7/25,1104,2260.66,2261.47,2260.66,2261.47,29412
2016/7/25,1105,2261.17,2261.31,2260.75,2261.14,28304
2016/7/25,1106,2260.84,2261.3,2260.68,2260.8,26303
2016/7/25,1107,2260.8,2260.93,2260.5,2260.51,26861
2016/7/25,1108,2260.71,2260.71,2260.04,2260.04,22411
2016/7/25,1109,2260.01,2260.01,2259.41,2259.45,26561
2016/7/25,1110,2259.5,2259.79,2259.46,2259.74,26363
2016/7/25,1111,2259.79,2260.06,2259.57,2259.91,25043
2016/7/25,1112,2259.89,2260.51,2259.84,2260.42,22799
2016/7/25,1113,2260.42,2260.94,2260.32,2260.91,24317
2016/7/25,1114,2260.85,2260.99,2260.55,2260.55,22030
2016/7/25,1115,2260.72,2260.8,2259.46,2259.46,23417
2016/7/25,1116,2258.58,2258.58,2256.94,2256.94,31738
2016/7/25,1117,2256.91,2256.91,2255.91,2255.97,29346
2016/7/25,1118,2255.9,2256.38,2255.39,2256.38,27252
2016/7/25,1119,2256.68,2257.15,2256.6,2256.91,26171
2016/7/25,1120,2256.96,2257.29,2256.92,2257.13,20790
2016/7/25,1121,2257.01,2257.99,2256.99,2257.42,21168
2016/7/25,1122,2257.6,2257.6,2257.17,2257.39,19842
2016/7/25,1123,2257.55,2257.66,2257.25,2257.54,19335
2016/7/25,1124,2257.62,2257.74,2257.34,2257.51,20880
2016/7/25,1125,2257.49,2257.49,2256.99,2257.08,20020
2016/7/25,1126,2257.06,2257.25,2256.8,2257.17,17655
2016/7/25,1127,2257.17,2257.45,2257.09,2257.23,22824
2016/7/25,1128,2257.35,2258.3,2257.35,2257.45,22582
2016/7/25,1129,2257.35,2257.75,2257.34,2257.59,19418
2016/7/25,1300,2257.77,2258.89,2257.43,2258.89,57374
2016/7/25,1301,2258.89,2258.89,2258.89,2258.89,0
2016/7/25,1302,2258.85,2258.92,2258.08,2258.22,14663
2016/7/25,1303,2258.21,2258.21,2257.67,2257.76,15035
2016/7/25,1304,2257.68,2257.71,2257.34,2257.55,13221
2016/7/25,1305,2257.73,2257.73,2257.4,2257.45,17103
2016/7/25,1306,2257.46,2257.59,2257.36,2257.43,14764
2016/7/25,1307,2257.52,2257.52,2256.71,2256.83,15749
2016/7/25,1308,2256.7,2256.7,2255.39,2255.39,21235
2016/7/25,1309,2255.37,2255.37,2254.54,2254.54,22945
2016/7/25,1310,2254.29,2254.29,2253.93,2253.99,22954
2016/7/25,1311,2253.89,2256.96,2253.89,2256.21,25067
2016/7/25,1312,2255.86,2256.94,2255.86,2256.22,21602
2016/7/25,1313,2256.26,2256.26,2255.81,2256.07,22153
2016/7/25,1314,2256.03,2256.4,2255.88,2256.4,19989
2016/7/25,1315,2256.43,2256.9,2256.43,2256.72,19301
2016/7/25,1316,2256.82,2256.85,2256.54,2256.76,20506
2016/7/25,1317,2256.85,2257.1,2256.71,2257.1,18977
2016/7/25,1318,2257.09,2257.09,2256.59,2256.63,20442
2016/7/25,1319,2256.59,2256.65,2255.9,2256.01,20298
2016/7/25,1320,2256.06,2256.31,2255.66,2255.96,19984
2016/7/25,1321,2255.73,2256.17,2255.73,2256.17,20239
2016/7/25,1322,2256.34,2256.41,2255.87,2256.1,20917
2016/7/25,1323,2256.22,2256.26,2255.69,2255.69,23563
2016/7/25,1324,2255.61,2255.85,2255.51,2255.51,25132
2016/7/25,1325,2255.49,2256.55,2255.11,2255.11,24025
2016/7/25,1326,2255.01,2255.01,2254.53,2254.6,22011
2016/7/25,1327,2254.62,2254.62,2254.06,2254.06,23683
2016/7/25,1328,2254.05,2254.24,2253.08,2253.08,26825
2016/7/25,1329,2252.98,2252.99,2252.11,2252.43,28274
2016/7/25,1330,2252.29,2252.29,2251.68,2251.74,34442
2016/7/25,1331,2251.89,2252,2251.7,2251.96,35382
2016/7/25,1332,2251.93,2252.46,2251.85,2252.24,32697
2016/7/25,1333,2252.42,2252.62,2252.24,2252.38,27916
2016/7/25,1334,2252.36,2252.48,2252.05,2252.18,30989
2016/7/25,1335,2252.17,2252.56,2251.92,2252.41,29006
2016/7/25,1336,2252.34,2252.45,2251.86,2251.86,26911
2016/7/25,1337,2251.99,2252.2,2251.86,2251.99,24221
2016/7/25,1338,2251.88,2251.91,2251.32,2251.36,26202
2016/7/25,1339,2251.18,2251.18,2249.69,2249.69,36743
2016/7/25,1340,2249.51,2249.51,2247.74,2247.74,43596
2016/7/25,1341,2247.59,2247.59,2245.77,2245.77,57928
2016/7/25,1342,2245.82,2245.82,2244.7,2244.77,50961
2016/7/25,1343,2244.75,2245.96,2244.41,2245.43,47882
2016/7/25,1344,2245.24,2245.81,2244.83,2244.84,41362
2016/7/25,1345,2244.82,2245.42,2244.82,2245.42,34008
2016/7/25,1346,2245.52,2246,2245.39,2246,31568
2016/7/25,1347,2245.98,2246.22,2245.94,2246.22,28860
2016/7/25,1348,2246.31,2246.31,2245.51,2245.71,27665
2016/7/25,1349,2245.74,2245.9,2245.41,2245.72,23659
2016/7/25,1350,2245.85,2247.6,2245.68,2247.22,31256
2016/7/25,1351,2247.44,2249.09,2247.25,2248.93,29903
2016/7/25,1352,2249.09,2250.06,2248.92,2250.04,25548
2016/7/25,1353,2250.14,2250.66,2249.92,2250.2,27141
2016/7/25,1354,2250.02,2250.66,2250.02,2250.37,25419
2016/7/25,1355,2250.6,2250.6,2250.26,2250.39,21827
2016/7/25,1356,2250.37,2250.4,2249.91,2249.91,23768
2016/7/25,1357,2249.99,2250.11,2249.79,2249.89,21025
2016/7/25,1358,2249.73,2250.07,2249.05,2249.25,21380
2016/7/25,1359,2249.17,2249.27,2248.45,2248.45,23546
2016/7/25,1400,2248.36,2248.5,2248.12,2248.3,21247
2016/7/25,1401,2248.21,2248.81,2247.89,2248.57,21449
2016/7/25,1402,2248.45,2249.45,2248.45,2249.24,26313
2016/7/25,1403,2249.36,2249.4,2248.6,2248.71,30499
2016/7/25,1404,2248.76,2248.76,2248.19,2248.36,27825
2016/7/25,1405,2248.35,2248.43,2247.87,2247.87,23784
2016/7/25,1406,2247.81,2247.88,2247.19,2247.19,26967
2016/7/25,1407,2247.15,2247.18,2244.69,2244.69,30252
2016/7/25,1408,2244.4,2244.63,2243.04,2243.05,38320
2016/7/25,1409,2242.93,2242.93,2241.89,2241.89,41098
2016/7/25,1410,2241.71,2244.13,2241.59,2244.13,45017
2016/7/25,1411,2243.77,2244.05,2243.14,2243.69,38964
2016/7/25,1412,2243.74,2243.84,2242.45,2242.45,33949
2016/7/25,1413,2242.35,2242.35,2238.76,2238.76,52411
2016/7/25,1414,2238.22,2238.27,2235.71,2235.71,65291
2016/7/25,1415,2235.81,2237.33,2235.44,2236.88,70570
2016/7/25,1416,2236.61,2238.65,2236.61,2237.94,49604
2016/7/25,1417,2238.07,2239.29,2238.07,2239.07,37678
2016/7/25,1418,2238.9,2239.22,2238.56,2238.77,35629
2016/7/25,1419,2238.79,2240.03,2238.67,2239.65,33805
2016/7/25,1420,2239.59,2240.85,2239.58,2240.62,31818
2016/7/25,1421,2240.89,2241.81,2240.88,2241.66,29604
2016/7/25,1422,2241.71,2241.86,2241.31,2241.37,29004
2016/7/25,1423,2241.47,2241.54,2240.91,2241.48,29339
2016/7/25,1424,2241.33,2241.73,2241.27,2241.6,25980
2016/7/25,1425,2241.75,2241.75,2240.77,2240.77,25096
2016/7/25,1426,2240.94,2241.09,2239.5,2239.5,28263
2016/7/25,1427,2239.62,2239.64,2238.59,2238.59,32574
2016/7/25,1428,2238.51,2238.83,2238.31,2238.67,32796
2016/7/25,1429,2238.77,2239.33,2238.71,2239.33,29672
2016/7/25,1430,2239.27,2239.86,2239.2,2239.7,34486
2016/7/25,1431,2239.57,2240.11,2239.44,2239.94,36247
2016/7/25,1432,2240.04,2240.52,2239.77,2240.46,34099
2016/7/25,1433,2240.48,2244.38,2240.48,2243.88,41588
2016/7/25,1434,2243.88,2246.37,2243.83,2246.37,46682
2016/7/25,1435,2246.68,2248.21,2246.68,2248.21,52371
2016/7/25,1436,2248.01,2248.64,2247.96,2248.19,43877
2016/7/25,1437,2248.26,2248.26,2247.69,2248.08,37964
2016/7/25,1438,2247.93,2248.18,2247.62,2247.62,33225
2016/7/25,1439,2247.68,2247.68,2247.18,2247.58,40443
2016/7/25,1440,2247.67,2247.68,2247.32,2247.45,33607
2016/7/25,1441,2247.52,2247.52,2246.97,2247,31469
2016/7/25,1442,2247.01,2247.01,2245.87,2246.11,33963
2016/7/25,1443,2246.29,2246.29,2245.85,2245.85,33875
2016/7/25,1444,2246.06,2246.06,2244.91,2244.91,34114
2016/7/25,1445,2244.83,2244.83,2243.98,2244.3,34649
2016/7/25,1446,2244.3,2244.3,2243.82,2244.06,41042
2016/7/25,1447,2243.94,2244.29,2243.83,2244.15,42642
2016/7/25,1448,2244.01,2244.06,2243.38,2243.38,38167
2016/7/25,1449,2243.61,2243.61,2243.18,2243.2,41494
2016/7/25,1450,2243.26,2243.26,2242.59,2242.73,44700
2016/7/25,1451,2242.68,2242.68,2242.14,2242.24,47187
2016/7/25,1452,2242.37,2242.49,2241.85,2241.85,47760
2016/7/25,1453,2242.07,2242.26,2241.88,2242.16,56909
2016/7/25,1454,2242.11,2243.2,2242.11,2243.05,59896
2016/7/25,1455,2243.15,2243.59,2243.11,2243.47,66605
2016/7/25,1456,2243.5,2244.27,2243.31,2244.26,71646
2016/7/25,1457,2244.36,2245.05,2244.33,2244.94,73970
2016/7/25,1458,2244.91,2245.09,2244.91,2245.09,7750
2016/7/25,1459,2245.09,2245.09,2245.09,2245.09,3630
2016/7/25,1500,2245.88,2245.88,2245.88,2245.88,130722
2016/7/26,931,2245.93,2250.96,2245.93,2249.72,118644
2016/7/26,932,2249.61,2250.1,2249.17,2249.58,57706
2016/7/26,933,2249.42,2249.59,2248.51,2248.51,58329
2016/7/26,934,2248.63,2251.21,2248.44,2250.87,59242
2016/7/26,935,2251.78,2254.18,2251.63,2254.18,62331
2016/7/26,936,2254.16,2254.9,2253.97,2254.66,63815
2016/7/26,937,2254.68,2255.96,2254.68,2255.96,67141
2016/7/26,938,2255.97,2256.31,2255.74,2256.04,67163
2016/7/26,939,2256.03,2256.93,2255.89,2256.77,70140
2016/7/26,940,2256.53,2256.79,2256.18,2256.56,76303
2016/7/26,941,2256.55,2257.07,2256.55,2256.85,67411
2016/7/26,942,2256.99,2256.99,2256.29,2256.29,63739
2016/7/26,943,2256.06,2256.35,2255.84,2256,56958
2016/7/26,944,2256.1,2256.21,2255.55,2255.76,55456
2016/7/26,945,2255.52,2256.36,2255.41,2256.36,53490
2016/7/26,946,2256.18,2258.97,2256.18,2258.97,66656
2016/7/26,947,2259.23,2261.82,2259.23,2261.82,64143
2016/7/26,948,2261.88,2263.94,2261.88,2263.71,65850
2016/7/26,949,2263.83,2264.33,2263.18,2263.86,66827
2016/7/26,950,2263.85,2263.85,2262.92,2263.16,63233
2016/7/26,951,2263.18,2263.95,2263.18,2263.95,54439
2016/7/26,952,2263.75,2264.48,2263.74,2264.35,53731
2016/7/26,953,2264.26,2264.46,2263.78,2263.93,55886
2016/7/26,954,2263.98,2263.98,2262.92,2262.92,51545
2016/7/26,955,2262.91,2263.22,2262.83,2263.1,46328
2016/7/26,956,2263.25,2266.54,2263.12,2266.54,54139
2016/7/26,957,2266.52,2269.53,2266.52,2269.53,63222
2016/7/26,958,2269.36,2269.85,2269.12,2269.12,62654
2016/7/26,959,2269.23,2269.4,2268.72,2268.81,57501
2016/7/26,1000,2268.97,2268.99,2268.14,2268.14,52435
2016/7/26,1001,2268.07,2268.94,2268.07,2268.62,47016
2016/7/26,1002,2268.92,2269.25,2268.28,2268.85,49838
2016/7/26,1003,2268.77,2268.77,2266.71,2266.71,47042
2016/7/26,1004,2266.81,2266.81,2265.17,2265.29,48357
2016/7/26,1005,2265.11,2265.29,2264.72,2265.09,47394
2016/7/26,1006,2264.93,2265.9,2264.93,2265.9,39813
2016/7/26,1007,2265.7,2267.02,2265.7,2266.94,43173
2016/7/26,1008,2267.17,2267.79,2266.94,2267.77,41172
2016/7/26,1009,2268.49,2268.49,2267.33,2267.33,43578
2016/7/26,1010,2267.4,2267.4,2266.9,2266.9,48949
2016/7/26,1011,2266.95,2268.64,2266.8,2268.31,41286
2016/7/26,1012,2268.41,2270.82,2268.41,2270.45,55201
2016/7/26,1013,2270.6,2272.69,2270.6,2272.62,49764
2016/7/26,1014,2272.61,2272.92,2271.18,2271.21,49269
2016/7/26,1015,2270.92,2270.92,2269.5,2269.77,46407
2016/7/26,1016,2269.75,2269.91,2269.4,2269.4,37662
2016/7/26,1017,2269.37,2269.47,2268.6,2268.61,34383
2016/7/26,1018,2268.6,2268.6,2267.52,2267.75,36051
2016/7/26,1019,2267.51,2267.82,2267.32,2267.47,31327
2016/7/26,1020,2267.62,2267.86,2267.56,2267.77,30583
