D,T,O,H,L,C,V
2016/4/21,1052,2145.92,2145.92,2144.99,2145.01,27098
2016/4/21,1053,2145.07,2145.78,2144.41,2145.66,26583
2016/4/21,1054,2145.74,2148.56,2145.74,2147.98,25316
2016/4/21,1055,2147.98,2148.15,2147.3,2147.7,20828
2016/4/21,1056,2147.46,2148.07,2147.44,2148.07,22894
2016/4/21,1057,2147.75,2148.12,2147.65,2148.01,21155
2016/4/21,1058,2148.19,2149.2,2148.08,2149.09,21811
2016/4/21,1059,2149.17,2150.09,2149.17,2150.09,24482
2016/4/21,1100,2150.09,2151.12,2150.09,2151.02,21690
2016/4/21,1101,2150.99,2153.41,2150.96,2153.41,32847
2016/4/21,1102,2153.51,2155.35,2153.51,2155.35,30380
2016/4/21,1103,2155.27,2156.78,2155.27,2156.55,31770
2016/4/21,1104,2156.36,2156.78,2156.26,2156.26,29495
2016/4/21,1105,2156.47,2156.47,2155.18,2155.39,25487
2016/4/21,1106,2154.09,2155.19,2154.09,2154.22,25452
2016/4/21,1107,2154.33,2154.44,2153.71,2153.87,26470
2016/4/21,1108,2153.94,2153.94,2152.96,2153.33,18710
2016/4/21,1109,2153.39,2153.39,2152.66,2152.66,19556
2016/4/21,1110,2152.64,2152.71,2152.1,2152.19,18881
2016/4/21,1111,2152.23,2152.51,2151.12,2151.55,18580
2016/4/21,1112,2151.67,2151.8,2151.25,2151.4,21740
2016/4/21,1113,2151.46,2151.46,2150.29,2151.36,19385
2016/4/21,1114,2151.56,2151.71,2151.33,2151.71,16920
2016/4/21,1115,2152.35,2153.2,2152.09,2153.15,18982
2016/4/21,1116,2153.15,2156.61,2153.15,2156.28,29105
2016/4/21,1117,2156.36,2159.29,2156.36,2159.12,48525
2016/4/21,1118,2159.21,2159.22,2158.11,2158.11,34087
2016/4/21,1119,2157.68,2159.01,2157.25,2159.01,29074
2016/4/21,1120,2158.87,2158.87,2158.39,2158.39,25507
2016/4/21,1121,2158.38,2158.91,2158.38,2158.91,21291
2016/4/21,1122,2158.82,2159.58,2158.81,2159.53,22706
2016/4/21,1123,2159.61,2159.9,2159.17,2159.51,23549
2016/4/21,1124,2159.52,2159.92,2159.52,2159.92,22757
2016/4/21,1125,2160.07,2160.21,2159.33,2159.65,22680
2016/4/21,1126,2159.64,2159.76,2159.11,2159.43,24144
2016/4/21,1127,2159.43,2159.44,2158.1,2158.28,27868
2016/4/21,1128,2158.26,2158.42,2157.5,2157.83,24537
2016/4/21,1129,2157.74,2158.03,2157.39,2157.91,18282
2016/4/21,1300,2157.69,2160.25,2157.64,2159.84,56992
2016/4/21,1301,2159.84,2159.84,2159.84,2159.84,0
2016/4/21,1302,2159.86,2159.9,2156.67,2156.67,20432
2016/4/21,1303,2157.05,2157.25,2156.04,2156.19,21150
2016/4/21,1304,2155.77,2155.99,2155.35,2155.35,20756
2016/4/21,1305,2155.36,2155.43,2153.54,2153.61,27847
2016/4/21,1306,2153.09,2153.09,2151.68,2152.03,27235
2016/4/21,1307,2151.71,2151.77,2151.06,2151.06,20677
2016/4/21,1308,2151.03,2151.03,2150.62,2150.62,21494
2016/4/21,1309,2150.86,2151.06,2150.26,2150.44,21729
2016/4/21,1310,2150.46,2150.46,2149.78,2149.78,20330
2016/4/21,1311,2149.98,2149.98,2147.84,2147.84,20487
2016/4/21,1312,2148.3,2148.45,2147.53,2147.56,26337
2016/4/21,1313,2147.56,2147.56,2146.4,2146.52,24802
2016/4/21,1314,2146.46,2146.46,2145.83,2145.83,21592
2016/4/21,1315,2145.93,2146.04,2145.71,2145.82,23284
2016/4/21,1316,2145.68,2146.15,2145.36,2146.15,23967
2016/4/21,1317,2146.15,2146.15,2145.49,2145.81,18630
2016/4/21,1318,2145.96,2146.05,2145.7,2145.85,21303
2016/4/21,1319,2145.7,2145.7,2143.15,2143.15,30353
2016/4/21,1320,2143.09,2143.09,2139.6,2139.6,48190
2016/4/21,1321,2139.45,2139.45,2137.17,2137.17,50171
2016/4/21,1322,2136.9,2137.14,2136.47,2137.13,43625
2016/4/21,1323,2136.81,2137.63,2136.81,2137.44,36819
2016/4/21,1324,2137.55,2138.35,2137.47,2138.29,25354
2016/4/21,1325,2138.44,2139.87,2138.44,2139.87,25393
2016/4/21,1326,2139.96,2140.21,2139.96,2140.04,21780
2016/4/21,1327,2140.17,2140.17,2139.47,2139.56,23716
2016/4/21,1328,2139.56,2139.78,2139,2139.71,22911
2016/4/21,1329,2139.39,2139.39,2138.86,2138.99,20741
2016/4/21,1330,2138.85,2138.85,2136.66,2136.66,24171
2016/4/21,1331,2136.49,2136.49,2133.78,2133.78,34600
2016/4/21,1332,2133.53,2133.53,2131.62,2132.43,49606
2016/4/21,1333,2131.98,2133.14,2131.57,2133.14,48093
2016/4/21,1334,2132.74,2133.31,2132.04,2132.76,39312
2016/4/21,1335,2133.09,2133.68,2132.66,2133.6,30332
2016/4/21,1336,2134.6,2136.71,2134.23,2136.71,28483
2016/4/21,1337,2137.15,2138.17,2137.13,2138.15,23799
2016/4/21,1338,2138.36,2138.6,2138.06,2138.24,20101
2016/4/21,1339,2138.24,2138.33,2137.72,2138.01,18331
2016/4/21,1340,2137.82,2138.43,2137.31,2138.11,19442
2016/4/21,1341,2137.76,2141.1,2137.72,2141.1,22022
2016/4/21,1342,2141.4,2142.4,2141.13,2142.4,23794
2016/4/21,1343,2142.4,2143.71,2142.3,2143.71,23419
2016/4/21,1344,2143.78,2144.68,2143.78,2144.58,25361
2016/4/21,1345,2143.89,2144.63,2141.96,2142.42,21138
2016/4/21,1346,2142.59,2142.59,2141.55,2142.37,18728
2016/4/21,1347,2142.22,2142.32,2141.73,2141.9,23775
2016/4/21,1348,2141.68,2141.84,2141.32,2141.56,18891
2016/4/21,1349,2141.8,2141.8,2140.92,2141.25,17568
2016/4/21,1350,2141.29,2141.29,2140.6,2140.76,15385
2016/4/21,1351,2140.79,2142.21,2140.73,2142.21,21246
2016/4/21,1352,2142.38,2143.52,2142.38,2143.52,18984
2016/4/21,1353,2143.82,2144.36,2142.75,2143.24,21250
2016/4/21,1354,2142.19,2142.38,2141.6,2141.68,19324
2016/4/21,1355,2141.71,2141.77,2141.35,2141.64,17371
2016/4/21,1356,2141.81,2143.78,2141.58,2143.61,18502
2016/4/21,1357,2144.71,2148.8,2144.44,2148.8,27165
2016/4/21,1358,2148.8,2152.04,2148.8,2152.04,41068
2016/4/21,1359,2152.01,2153.05,2152.01,2152.54,33266
2016/4/21,1400,2153.03,2153.24,2152.47,2152.47,35749
2016/4/21,1401,2152.11,2152.6,2152.04,2152.23,24164
2016/4/21,1402,2151.83,2152.26,2151.83,2152.26,19892
2016/4/21,1403,2152.26,2152.37,2149.92,2149.92,23073
2016/4/21,1404,2149.78,2149.78,2146.73,2146.73,22641
2016/4/21,1405,2146.76,2146.76,2145.45,2145.45,19704
2016/4/21,1406,2145.5,2145.7,2145.13,2145.13,18161
2016/4/21,1407,2145.31,2145.88,2144.37,2144.37,17319
2016/4/21,1408,2144.37,2144.7,2143.64,2143.68,18530
2016/4/21,1409,2143.74,2143.74,2141.99,2141.99,21078
2016/4/21,1410,2141.83,2141.83,2139.79,2139.89,23392
2016/4/21,1411,2139.22,2139.9,2139.22,2139.9,19955
2016/4/21,1412,2139.9,2141.16,2139.89,2141.16,18557
2016/4/21,1413,2141.18,2142.21,2141.18,2142.13,14856
2016/4/21,1414,2142.35,2142.6,2141.87,2141.87,17097
2016/4/21,1415,2141.76,2142.02,2141.56,2142.01,17531
2016/4/21,1416,2141.88,2142.07,2141.76,2141.76,14959
2016/4/21,1417,2141.58,2141.58,2140.99,2141.19,16618
2016/4/21,1418,2141.05,2141.75,2140.64,2141.51,20176
2016/4/21,1419,2142.34,2142.34,2141.82,2142.08,17296
2016/4/21,1420,2142.01,2142.08,2141.1,2141.25,18025
2016/4/21,1421,2141.17,2141.17,2138.76,2138.95,25522
2016/4/21,1422,2138.92,2138.92,2136.43,2136.43,37888
2016/4/21,1423,2136.43,2136.43,2133.9,2134.1,44194
2016/4/21,1424,2133.81,2133.81,2131.99,2131.99,43900
2016/4/21,1425,2131.94,2132.6,2131.67,2132.6,41577
2016/4/21,1426,2132.98,2133.16,2132.39,2133.05,41140
2016/4/21,1427,2133.07,2133.78,2133.07,2133.77,32473
2016/4/21,1428,2133.77,2134.89,2133.77,2134.79,25813
2016/4/21,1429,2134.89,2135.95,2134.89,2135.95,23012
2016/4/21,1430,2135.89,2136.77,2135.89,2136.56,21908
2016/4/21,1431,2136.89,2137.4,2136.82,2137.21,21753
2016/4/21,1432,2137.23,2138.7,2137.19,2138.7,24104
2016/4/21,1433,2138.7,2138.85,2138.44,2138.48,17810
2016/4/21,1434,2138.45,2138.53,2137.16,2137.16,24375
2016/4/21,1435,2137.1,2137.18,2135.87,2135.87,29602
2016/4/21,1436,2135.65,2135.65,2134.86,2134.86,31221
2016/4/21,1437,2134.9,2134.9,2133.71,2133.91,36826
2016/4/21,1438,2133.82,2133.89,2132.76,2132.79,44183
2016/4/21,1439,2132.84,2132.85,2131.94,2132.05,43478
2016/4/21,1440,2132.05,2132.05,2130.93,2131.04,48340
2016/4/21,1441,2131.04,2131.73,2131.04,2131.54,40125
2016/4/21,1442,2131.54,2131.54,2128.4,2128.4,64641
2016/4/21,1443,2127.83,2127.83,2122.19,2122.19,96039
2016/4/21,1444,2122.05,2122.05,2116.15,2116.15,101044
2016/4/21,1445,2115.69,2115.69,2113.81,2113.81,99639
2016/4/21,1446,2114.05,2114.84,2113.82,2114.82,81711
2016/4/21,1447,2115.03,2117.72,2115.03,2117.72,72324
2016/4/21,1448,2117.7,2119.92,2117.7,2119.92,58557
2016/4/21,1449,2120.03,2121.09,2120.03,2120.95,51725
2016/4/21,1450,2120.8,2121.12,2118.76,2118.76,53649
2016/4/21,1451,2118.74,2118.86,2115.98,2115.98,62852
2016/4/21,1452,2115.65,2115.8,2113.96,2113.96,74307
2016/4/21,1453,2113.69,2113.69,2111.8,2111.8,76922
2016/4/21,1454,2111.49,2111.53,2108.98,2108.98,92888
2016/4/21,1455,2108.99,2108.99,2106.97,2106.97,87424
2016/4/21,1456,2106.97,2107.95,2106.96,2107.81,100541
2016/4/21,1457,2107.9,2109.66,2107.69,2109.66,91846
2016/4/21,1458,2109.7,2109.7,2109.56,2109.56,13522
2016/4/21,1459,2109.56,2109.56,2109.56,2109.56,0
2016/4/21,1500,2110.16,2110.16,2110.16,2110.16,135204
2016/4/22,931,2093.78,2094.64,2090.95,2093.79,201397
2016/4/22,932,2094.06,2098.58,2093.97,2098.58,70406
2016/4/22,933,2099,2104.88,2099,2104.88,66105
2016/4/22,934,2104.15,2107.03,2104.15,2105.46,69062
2016/4/22,935,2105.46,2106.48,2104.48,2105.72,70124
2016/4/22,936,2105.72,2105.77,2104.82,2105.05,56819
2016/4/22,937,2105.37,2105.75,2105.17,2105.64,63595
2016/4/22,938,2105.76,2113.73,2105.76,2113.67,71695
2016/4/22,939,2114.86,2121.28,2114.23,2121.28,63424
2016/4/22,940,2121.73,2125.13,2121.73,2125.13,74201
2016/4/22,941,2125.17,2125.59,2124.15,2124.33,85459
2016/4/22,942,2124.38,2125.99,2124.38,2125.89,62066
2016/4/22,943,2125.83,2127.25,2125.83,2126.26,59761
2016/4/22,944,2126.91,2127.08,2124.39,2124.6,58368
2016/4/22,945,2124.25,2124.25,2122.76,2122.76,55597
2016/4/22,946,2122.99,2122.99,2122.24,2122.26,42051
2016/4/22,947,2122.24,2123.13,2122.09,2123.13,44148
2016/4/22,948,2123.13,2126.57,2123.13,2126.47,48749
2016/4/22,949,2126.47,2127.59,2126.11,2127.59,46629
2016/4/22,950,2127.7,2128.18,2127.21,2127.8,55720
2016/4/22,951,2127.59,2128.67,2127.59,2128.54,49305
2016/4/22,952,2128.99,2129.25,2128.3,2129.06,41785
2016/4/22,953,2128.9,2129.38,2128.75,2128.87,46029
2016/4/22,954,2128.69,2128.73,2126.19,2126.19,45134
2016/4/22,955,2126.08,2126.08,2123.75,2123.75,39673
2016/4/22,956,2123.56,2123.56,2122.46,2122.94,36992
2016/4/22,957,2122.88,2122.88,2122.2,2122.44,34635
2016/4/22,958,2122.47,2122.9,2122.47,2122.77,31341
2016/4/22,959,2122.77,2123.06,2122.41,2122.41,30403
2016/4/22,1000,2122.4,2122.84,2122.23,2122.29,33258
2016/4/22,1001,2122.29,2122.5,2121.08,2121.08,36850
2016/4/22,1002,2121.01,2121.01,2117.45,2117.45,40455
2016/4/22,1003,2116.95,2116.95,2115.13,2115.19,45902
2016/4/22,1004,2114.88,2114.88,2113.41,2114.74,40719
2016/4/22,1005,2114.38,2115.85,2113.8,2115.85,41881
2016/4/22,1006,2115.98,2118.91,2115.98,2118.91,30968
2016/4/22,1007,2118.94,2121.07,2118.94,2121.07,29950
2016/4/22,1008,2120.81,2121.82,2120.71,2121.16,27797
2016/4/22,1009,2121.19,2121.41,2120.89,2120.95,24031
2016/4/22,1010,2120.97,2121.52,2120.36,2121.42,25029
2016/4/22,1011,2121.52,2124.38,2121.45,2124.38,32347
2016/4/22,1012,2124.77,2127.59,2124.77,2127.59,38691
2016/4/22,1013,2127.65,2128.5,2127.63,2128.15,41390
2016/4/22,1014,2128.01,2128.59,2127.4,2127.82,35046
2016/4/22,1015,2126.49,2127.61,2126.49,2127.5,30105
2016/4/22,1016,2127.58,2128.28,2127.58,2128.21,31885
2016/4/22,1017,2128.06,2128.38,2127.9,2128.29,34143
2016/4/22,1018,2128.4,2128.4,2127.65,2127.65,28620
2016/4/22,1019,2127.9,2127.9,2126.83,2126.83,25579
2016/4/22,1020,2126.56,2126.73,2124.39,2124.39,24985
2016/4/22,1021,2124.39,2124.39,2123.91,2123.91,23656
2016/4/22,1022,2123.91,2124.38,2123.81,2124.23,21867
2016/4/22,1023,2124.29,2125.21,2124.29,2125.21,21838
2016/4/22,1024,2125.14,2130.71,2125.14,2130.71,33466
2016/4/22,1025,2130.22,2133.99,2130.22,2133.99,49217
2016/4/22,1026,2133.88,2135.32,2133.88,2135.32,43604
2016/4/22,1027,2135.18,2135.44,2133.96,2134.04,38991
2016/4/22,1028,2134.01,2134.01,2132.04,2132.61,27529
2016/4/22,1029,2132.79,2133.04,2132.53,2132.53,21606
2016/4/22,1030,2132.56,2132.56,2131.7,2131.98,24980
2016/4/22,1031,2131.74,2131.74,2129.08,2129.2,22515
2016/4/22,1032,2129.12,2129.28,2128.56,2128.8,18541
2016/4/22,1033,2128.93,2129.3,2128.85,2129.16,17501
2016/4/22,1034,2129.28,2130.32,2129.28,2130.32,19990
2016/4/22,1035,2130.31,2130.41,2130.07,2130.28,22848
2016/4/22,1036,2129.91,2129.91,2126.1,2126.13,34997
2016/4/22,1037,2126.13,2126.13,2124.34,2124.55,27471
2016/4/22,1038,2124.33,2124.33,2123.6,2123.92,25843
2016/4/22,1039,2124.75,2124.75,2123.47,2123.93,22125
2016/4/22,1040,2123.81,2124.72,2123.81,2124.56,18175
2016/4/22,1041,2124.61,2125.55,2124.61,2125.53,17637
2016/4/22,1042,2126.22,2127.38,2126.22,2127.38,19288
2016/4/22,1043,2127.31,2127.61,2125.73,2125.97,19091
2016/4/22,1044,2126.02,2126.02,2125.07,2125.07,19202
2016/4/22,1045,2124.12,2124.53,2123.92,2123.92,18546
2016/4/22,1046,2124.96,2124.96,2123.84,2123.84,16324
2016/4/22,1047,2124.06,2124.18,2123.65,2124.18,16824
2016/4/22,1048,2124.24,2125.79,2124.05,2125.5,17238
2016/4/22,1049,2125.62,2125.66,2125.11,2125.47,18896
2016/4/22,1050,2125.44,2125.44,2123.35,2123.37,21412
2016/4/22,1051,2123.22,2123.22,2121.13,2121.13,27815
2016/4/22,1052,2120.75,2120.8,2118.71,2118.71,26415
2016/4/22,1053,2118.6,2118.6,2116.74,2116.74,29121
2016/4/22,1054,2116.8,2118.9,2116.22,2118.67,33371
2016/4/22,1055,2118.63,2119.52,2118.03,2118.22,24528
2016/4/22,1056,2118.23,2118.98,2118.23,2118.78,21664
2016/4/22,1057,2118.79,2119.46,2118.76,2119.46,17096
2016/4/22,1058,2119.48,2120,2119.21,2119.64,16539
2016/4/22,1059,2119.69,2119.71,2118.88,2119.39,17386
2016/4/22,1100,2119.54,2120.32,2119.42,2120.28,18346
2016/4/22,1101,2120.98,2123.48,2120.98,2123.48,24272
2016/4/22,1102,2123.29,2124.63,2123.29,2124.4,23678
2016/4/22,1103,2124.4,2124.7,2123.36,2124.2,18563
2016/4/22,1104,2124.1,2124.44,2123.55,2123.55,14614
2016/4/22,1105,2123.48,2123.48,2122.82,2122.82,14756
2016/4/22,1106,2122.8,2122.8,2121.74,2122.11,14181
2016/4/22,1107,2122.16,2122.16,2121.15,2121.95,12401
2016/4/22,1108,2121.68,2121.68,2121.14,2121.36,13781
2016/4/22,1109,2121.27,2121.3,2120.83,2120.91,11693
2016/4/22,1110,2120.87,2121.04,2119.76,2119.76,16378
2016/4/22,1111,2118.97,2119.05,2117.61,2118.02,23902
2016/4/22,1112,2118.33,2118.33,2117.42,2117.42,19840
2016/4/22,1113,2117.31,2117.31,2114.79,2115.11,25179
2016/4/22,1114,2115.11,2115.11,2113.19,2113.19,31982
2016/4/22,1115,2112.91,2112.91,2110.81,2110.81,38895
2016/4/22,1116,2110.47,2110.47,2108.72,2108.72,41443
2016/4/22,1117,2108.83,2110.73,2108.76,2110.73,38145
2016/4/22,1118,2110.72,2112.98,2110.72,2112.96,27124
2016/4/22,1119,2112.96,2113.49,2112.79,2113.16,22958
2016/4/22,1120,2113.16,2113.41,2112.54,2113.28,19708
2016/4/22,1121,2113.23,2113.23,2110.92,2110.92,24973
2016/4/22,1122,2110.51,2110.7,2109.14,2109.14,31144
2016/4/22,1123,2109.11,2109.11,2107.67,2108.55,35900
2016/4/22,1124,2108.56,2112.19,2108.56,2112.19,42357
2016/4/22,1125,2114.8,2116.13,2114.3,2115.66,38356
2016/4/22,1126,2115.36,2116.52,2115.36,2116.31,22457
2016/4/22,1127,2116.15,2116.4,2115.87,2116.35,18860
2016/4/22,1128,2116.45,2116.59,2116.09,2116.14,15406
2016/4/22,1129,2116.37,2116.58,2116.04,2116.58,13392
2016/4/22,1300,2116.64,2119.66,2116.16,2119.66,46043
2016/4/22,1301,2119.66,2119.66,2119.66,2119.66,0
2016/4/22,1302,2119.7,2119.8,2119.42,2119.73,10855
2016/4/22,1303,2119.69,2119.69,2117.44,2118.72,11285
2016/4/22,1304,2118.71,2118.94,2118.5,2118.52,15262
2016/4/22,1305,2118.42,2118.81,2118.36,2118.46,10634
2016/4/22,1306,2118.64,2118.65,2118.15,2118.26,13777
2016/4/22,1307,2118.06,2118.06,2116.55,2117.29,12513
2016/4/22,1308,2117.29,2117.29,2116.48,2116.71,13051
2016/4/22,1309,2116.79,2120.36,2116.79,2120.36,19485
2016/4/22,1310,2120.36,2122.09,2120.36,2122.09,17277
2016/4/22,1311,2122.05,2123.31,2122.05,2123.15,21702
2016/4/22,1312,2123.1,2123.29,2121.97,2122.93,18483
2016/4/22,1313,2122.81,2122.96,2122.11,2122.11,13596
2016/4/22,1314,2122.16,2122.51,2121.45,2121.45,13760
2016/4/22,1315,2121.44,2121.44,2120.94,2121.2,11161
2016/4/22,1316,2121.22,2121.7,2120.99,2121.45,12738
2016/4/22,1317,2121.59,2121.79,2121.21,2121.21,11902
2016/4/22,1318,2121.39,2121.39,2120.74,2121.08,12097
2016/4/22,1319,2121.08,2121.09,2120.62,2120.82,12076
2016/4/22,1320,2120.78,2122.27,2120.7,2122.27,14850
2016/4/22,1321,2122.1,2124.79,2122.04,2124.79,22204
2016/4/22,1322,2124.92,2126.41,2124.88,2126.41,28109
2016/4/22,1323,2126.45,2127.58,2126.45,2127.46,24020
2016/4/22,1324,2127.32,2127.53,2127.26,2127.26,19618
2016/4/22,1325,2127.39,2127.41,2125.71,2125.81,16288
2016/4/22,1326,2125.73,2125.73,2124.22,2124.22,14435
2016/4/22,1327,2124.14,2124.15,2123.71,2123.72,11838
2016/4/22,1328,2123.75,2124,2123.61,2123.87,11389
2016/4/22,1329,2123.9,2124.09,2123.65,2124.09,11991
2016/4/22,1330,2124.09,2124.32,2123.9,2124.07,11056
2016/4/22,1331,2124.04,2125.42,2123.72,2125.42,15565
2016/4/22,1332,2125.12,2126.18,2125.12,2126.18,17144
2016/4/22,1333,2126.38,2126.38,2123.04,2123.2,21777
2016/4/22,1334,2122.96,2122.96,2121.57,2121.57,19915
2016/4/22,1335,2121.55,2121.55,2119.92,2119.92,18290
2016/4/22,1336,2119.51,2119.71,2118.85,2118.98,14746
2016/4/22,1337,2118.85,2118.95,2118.24,2118.49,14400
2016/4/22,1338,2118.49,2119.11,2118.38,2119.09,13288
2016/4/22,1339,2119.09,2119.55,2118.73,2119.46,12273
2016/4/22,1340,2119.58,2119.94,2119.27,2119.94,12996
2016/4/22,1341,2119.97,2120.08,2119.31,2119.36,14811
2016/4/22,1342,2119.17,2119.17,2117.93,2117.93,14267
2016/4/22,1343,2117.92,2117.92,2116.12,2116.21,22732
2016/4/22,1344,2116.03,2116.83,2115.64,2115.76,23920
2016/4/22,1345,2115.94,2116.59,2115.92,2116.55,19262
2016/4/22,1346,2116.46,2118.44,2116.37,2118.44,17935
2016/4/22,1347,2118.36,2119.96,2118.25,2119.96,17914
2016/4/22,1348,2119.95,2121.12,2119.95,2121.12,17886
2016/4/22,1349,2121.14,2121.34,2120.74,2121.11,13782
2016/4/22,1350,2121.1,2121.28,2120.64,2120.64,13517
2016/4/22,1351,2120.53,2120.53,2119.93,2119.96,12957
2016/4/22,1352,2120.03,2120.46,2120,2120.41,15664
2016/4/22,1353,2120.37,2121.63,2120.21,2121.63,16591
2016/4/22,1354,2121.63,2122.91,2121.63,2122.82,25995
2016/4/22,1355,2122.82,2124.5,2122.82,2124.5,26498
2016/4/22,1356,2124.5,2125.02,2124.44,2125.02,22360
2016/4/22,1357,2125.02,2125.02,2124.04,2124.04,19999
2016/4/22,1358,2124.05,2124.05,2123.09,2123.09,17228
2016/4/22,1359,2123.09,2123.28,2122.94,2123.03,15156
2016/4/22,1400,2123.22,2123.22,2120.64,2120.64,21986
2016/4/22,1401,2121.01,2121.01,2119.18,2119.18,19141
2016/4/22,1402,2118.98,2119.02,2118.52,2118.77,15701
2016/4/22,1403,2118.88,2119.21,2118.74,2119.17,15765
2016/4/22,1404,2119.17,2122.38,2119.17,2122.38,17188
2016/4/22,1405,2122.06,2124.79,2122.06,2124.79,25924
2016/4/22,1406,2124.81,2127.8,2124.81,2127.8,35116
2016/4/22,1407,2127.8,2130.15,2127.77,2130.15,36649
2016/4/22,1408,2130.43,2131.24,2130.43,2131.08,30149
2016/4/22,1409,2131.3,2131.3,2130.33,2130.41,25538
2016/4/22,1410,2130.1,2130.1,2128.35,2128.35,21885
2016/4/22,1411,2128.36,2128.62,2128.08,2128.55,17820
2016/4/22,1412,2128.24,2128.38,2128.13,2128.26,17095
2016/4/22,1413,2128.31,2129.24,2128.31,2129.24,18991
2016/4/22,1414,2129.3,2129.58,2128.66,2128.88,19285
2016/4/22,1415,2128.78,2129.12,2128.42,2128.42,20032
2016/4/22,1416,2128.32,2128.54,2127.52,2127.52,17984
2016/4/22,1417,2127.52,2127.62,2126.16,2126.17,18569
2016/4/22,1418,2126.11,2126.11,2125.34,2125.34,18332
2016/4/22,1419,2125.34,2125.38,2125.1,2125.2,14901
2016/4/22,1420,2125.07,2125.38,2125.05,2125.38,17239
2016/4/22,1421,2125.28,2125.59,2125.19,2125.47,17129
2016/4/22,1422,2125.47,2125.81,2124.8,2124.8,18133
2016/4/22,1423,2125.09,2125.09,2123.79,2123.9,23488
2016/4/22,1424,2123.78,2123.78,2122.82,2122.9,22331
2016/4/22,1425,2122.67,2122.76,2122.11,2122.22,18427
2016/4/22,1426,2122.72,2124.51,2122.6,2124.51,23072
2016/4/22,1427,2125.03,2127.18,2124.98,2127.17,27713
2016/4/22,1428,2128.39,2129.17,2127.88,2129.14,27726
2016/4/22,1429,2129.14,2129.74,2129.14,2129.62,29141
2016/4/22,1430,2129.7,2129.96,2129.46,2129.96,25002
2016/4/22,1431,2129.83,2132.1,2129.8,2132.1,34295
2016/4/22,1432,2132.26,2134.66,2132.26,2134.66,48301
2016/4/22,1433,2134.8,2136.1,2134.8,2135.97,45126
2016/4/22,1434,2136.17,2136.62,2136.09,2136.57,44116
2016/4/22,1435,2136.51,2136.57,2135.98,2136.01,37951
2016/4/22,1436,2136.09,2136.09,2133.33,2133.55,34537
2016/4/22,1437,2133.41,2134.07,2133.23,2133.47,27516
2016/4/22,1438,2133.45,2134.35,2133.45,2134.28,28341
2016/4/22,1439,2134.26,2134.56,2134.07,2134.24,26951
2016/4/22,1440,2134.24,2134.27,2133.98,2134.03,26532
2016/4/22,1441,2134.06,2134.22,2133.22,2133.36,37114
2016/4/22,1442,2132.77,2132.91,2132.4,2132.66,29543
2016/4/22,1443,2132.46,2132.53,2131.1,2131.59,28701
2016/4/22,1444,2131.45,2131.45,2130.06,2130.06,32491
2016/4/22,1445,2130.2,2130.2,2127.75,2127.75,38767
2016/4/22,1446,2127.75,2127.75,2126.41,2126.6,36449
2016/4/22,1447,2126.62,2128.03,2126.44,2128.03,37394
2016/4/22,1448,2128.03,2128.71,2127.93,2128.71,35959
2016/4/22,1449,2128.73,2129.95,2128.73,2129.95,36069
2016/4/22,1450,2129.93,2130.47,2129.93,2130.47,35128
2016/4/22,1451,2130.29,2130.87,2130.18,2130.87,36825
2016/4/22,1452,2130.77,2131.35,2130.71,2131.35,42948
2016/4/22,1453,2131.34,2132.43,2131.19,2132.43,43988
2016/4/22,1454,2132.43,2133.81,2132.43,2133.77,55383
2016/4/22,1455,2133.8,2134.59,2133.8,2134.57,57110
2016/4/22,1456,2134.68,2135.52,2134.63,2135.52,61353
2016/4/22,1457,2135.29,2136.29,2135.21,2136.18,68886
2016/4/22,1458,2136.26,2136.34,2136.24,2136.34,10602
2016/4/22,1459,2136.34,2136.34,2136.34,2136.34,0
2016/4/22,1500,2136.83,2136.92,2136.83,2136.92,122066
2016/4/25,931,2128.65,2128.65,2123.43,2123.43,133233
2016/4/25,932,2123.2,2123.31,2122.07,2122.11,53881
2016/4/25,933,2122.56,2123.38,2122.2,2123.38,51163
2016/4/25,934,2123.36,2124.74,2123.36,2123.93,61507
2016/4/25,935,2123.92,2123.92,2115.7,2115.7,88561
2016/4/25,936,2115.7,2115.7,2105.32,2105.32,82943
2016/4/25,937,2105.32,2105.56,2101.27,2101.27,80995
2016/4/25,938,2101.27,2103.84,2100.99,2103.84,74079
2016/4/25,939,2103.64,2105.38,2103.54,2105.38,58347
2016/4/25,940,2106.11,2106.83,2106.02,2106.64,61271
2016/4/25,941,2106.41,2106.41,2102.8,2102.8,65295
2016/4/25,942,2102.77,2102.77,2100.88,2100.88,57850
2016/4/25,943,2101.44,2101.44,2099.75,2100.06,60760
2016/4/25,944,2100.27,2105.33,2100.21,2104.58,56619
2016/4/25,945,2104.55,2107.68,2104.55,2107.68,43885
2016/4/25,946,2107.7,2109.73,2107.7,2109.68,42287
2016/4/25,947,2109.82,2110.35,2109.82,2109.83,37684
2016/4/25,948,2109.83,2110.01,2108.78,2108.78,40658
2016/4/25,949,2108.75,2108.75,2107.73,2107.73,35360
2016/4/25,950,2107.78,2108.61,2107.78,2108.5,32735
2016/4/25,951,2108.71,2109.37,2108.65,2109.35,34863
2016/4/25,952,2109.25,2109.56,2106.96,2107.19,40734
2016/4/25,953,2107.19,2107.19,2102.88,2102.88,52609
2016/4/25,954,2102.88,2102.88,2100.78,2100.94,46634
2016/4/25,955,2101.06,2104.93,2100.96,2104.66,47071
2016/4/25,956,2106.59,2107.79,2106.57,2107.79,36709
2016/4/25,957,2107.8,2108.22,2107.63,2107.83,29205
